X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
ST-2,PK-CAP,33,-M,VOLCANO,Henry Uys,ZSUNR - ZSUNR - LETOUR,380w @5.20wkg,06:24.081,29
ST-2,PK-CAP,34,-M,VOLCANO,Bart Van der Linden,OMG - OMG avec WEZ,381w @6.00wkg,06:24.601,29
ST-2,PK-CAP,35,-M,VOLCANO,Nate Silva,COALITION - Beta,426w @5.10wkg,06:24.922,29
ST-2,PK-CAP,36,-M,VOLCANO,Charles-Olivier Laporte,OPT - Velo Optimum,342w @5.20wkg,06:25.133,29
ST-2,PK-CAP,37,-M,VOLCANO,Karl Norris,ABR - ABR Bloobo webdesign,366w @5.50wkg,06:25.268,29
ST-2,PK-CAP,38,-M,VOLCANO,Sebastien DUCASSE,FFZ - FFZ Spartiate,353w @5.50wkg,06:26.024,29
ST-2,PK-CAP,39,-M,VOLCANO,Matthew spooner,BL13 - BL13 - LETOUR,368w @5.40wkg,06:26.137,29
ST-2,PK-CAP,40,-M,VOLCANO,Yoann Deldossi,HEX - HEX - LETOUR,391w @5.70wkg,06:26.360,29
ST-2,PK-CAP,41,-M,VOLCANO,Nathan Miller,RELENTLESS - Taipan,480w @5.50wkg,06:26.398,25
ST-2,PK-CAP,42,-M,VOLCANO,Mathias Kemnitz,FRR - Spectre,385w @5.30wkg,06:26.878,25
ST-2,PK-CAP,43,-M,VOLCANO,Brian Bishop,OTR - Crazy8s,405w @5.40wkg,06:27.239,25
ST-2,PK-CAP,44,-M,VOLCANO,Jan Steinmann,WLECOL - WLECOL - LETOUR,380w @5.20wkg,06:27.829,25
ST-2,PK-CAP,45,-M,VOLCANO,Unknow Fellow,FRR - Spectre,339w @5.20wkg,06:28.085,25
ST-2,PK-CAP,46,-M,VOLCANO,Greg Morgan,EVOLUTION - Warriors,371w @5.20wkg,06:28.580,25
ST-2,PK-CAP,47,-M,VOLCANO,Alex Lemp,TALENTF - TALENTF - LETOUR,412w @5.00wkg,06:28.787,25
ST-2,PK-CAP,48,-M,VOLCANO,Kjell Gunnar Gjerdal,EVOLUTION - Warriors,418w @5.20wkg,06:28.819,25
ST-2,PK-CAP,49,-M,VOLCANO,Mark de Bruijn,RELENTLESS - Taipan,386w @5.10wkg,06:29.249,25
ST-2,PK-CAP,50,-M,VOLCANO,Travis Gatesman,RELENTLESS - Taipan,472w @5.30wkg,06:29.720,25
ST-2,PK-CAP,51,-M,VOLCANO,Bastian von Hayn,TALENTF - TALENTF - LETOUR,392w @5.40wkg,06:29.895,22
ST-2,PK-CAP,52,-M,VOLCANO,James Skulczuk,BURRITO - BURRITO - LETOUR,475w @5.10wkg,06:30.141,22
ST-2,PK-CAP,53,-M,VOLCANO,H. Çelebi,FRR - Spectre,359w @5.50wkg,06:30.267,22
ST-2,PK-CAP,54,-M,VOLCANO,Schwaiger Christian,SWM - SWM - LETOUR,395w @5.60wkg,06:30.712,22
ST-2,PK-CAP,55,-M,VOLCANO,Patrick Schaefer,OTR - Snowflakes,347w @5.20wkg,06:30.813,22
ST-2,PK-CAP,56,-M,VOLCANO,Petar Dashev [CAP],FRR - Spectre,337w @5.30wkg,06:30.813,22
ST-2,PK-CAP,57,-M,VOLCANO,Paul Kearney,TEAMCLS - Vitesse verte,373w @5.00wkg,06:31.283,22
ST-2,PK-CAP,58,-M,VOLCANO,Jan Lammers,TALENTF - TALENTF - LETOUR,361w @5.20wkg,06:31.338,22
ST-2,PK-CAP,59,-M,VOLCANO,Tim Shields,ABR - ABR Bloobo webdesign,447w @4.80wkg,06:31.669,22
ST-2,PK-CAP,60,-M,VOLCANO,Mark Talbot,COALITION - Le Tour,376w @5.10wkg,06:31.894,22
ST-2,PK-CAP,61,-M,VOLCANO,David Cheam,EVOLUTION - Warriors,300w @5.20wkg,06:32.948,19
ST-2,PK-CAP,62,-M,VOLCANO,Maxime Bernard,FFZ - FFZ Spartiate,333w @5.20wkg,06:33.003,19
ST-2,PK-CAP,63,-M,VOLCANO,a.lex,TALENTF - TALENTF - LETOUR,359w @5.00wkg,06:33.426,19
ST-2,PK-CAP,64,-M,VOLCANO,Ben clarke,OTR - Crazy8s,363w @4.80wkg,06:34.195,19
ST-2,PK-CAP,65,-M,VOLCANO,Dom clarke,BURRITO - BURRITO - LETOUR,374w @4.90wkg,06:34.204,19
ST-2,PK-CAP,66,-M,VOLCANO,Thomas Davison,EVOLUTION - Warriors,384w @5.20wkg,06:35.108,19
ST-2,PK-CAP,67,-M,VOLCANO,Ben Soja,KIRCHMAIR - KIRCHMAIR - LETOUR,310w @5.10wkg,06:36.158,19
ST-2,PK-CAP,68,-M,VOLCANO,Alex Watts,TT1 - TT1 - LETOUR,380w @5.30wkg,06:36.556,19
ST-2,PK-CAP,69,-M,VOLCANO,Josh Harris,TBW - Watopia Tour,351w @5.40wkg,06:36.639,19
ST-2,PK-CAP,70,-M,VOLCANO,Daniel Pinto,OMG - OMG avec WEZ,375w @5.40wkg,06:37.628,19
ST-2,PK-CAP,71,-M,VOLCANO,Peter McMullan,BURRITO - BURRITO - LETOUR,409w @5.10wkg,06:38.113,16
ST-2,PK-CAP,72,-M,VOLCANO,thomas evans,TEAMCLS - Vitesse verte,328w @5.20wkg,06:38.480,16
ST-2,PK-CAP,73,-M,VOLCANO,Felix Gauthier,OPT - Velo Optimum,386w @5.50wkg,06:38.484,16
ST-2,PK-CAP,74,-M,VOLCANO,Walter Simon,SWM - SWM - LETOUR,365w @5.40wkg,06:39.590,16
ST-2,PK-CAP,75,-M,VOLCANO,Paoloni,FFZ - FFZ Spartiate,316w @5.10wkg,06:40.169,16
ST-2,PK-CAP,76,-M,VOLCANO,Tobias van Toledo,EVOLUTION - Warriors,406w @4.70wkg,06:41.383,16
ST-2,PK-CAP,77,-M,VOLCANO,Jared Benney (ABR),ABR - ABR Bloobo webdesign,449w @4.70wkg,06:44.593,16
ST-2,PK-CAP,78,-M,VOLCANO,Nicolas Boucher,OPT - Velo Optimum,318w @4.70wkg,06:49.557,16
ST-2,PK-CAP,79,-M,VOLCANO,Gustav Lindqvist,FRR - Spectre,285w @5.00wkg,06:50.890,16
ST-2,PK-CAP,80,-M,VOLCANO,Alex Rockwell,Race3R - ACDC,353w @5.10wkg,06:51.144,16
ST-2,PK-CAP,81,-M,VOLCANO,Ritter Moritz,SWM - SWM - LETOUR,363w @5.00wkg,06:52.662,13
ST-2,PK-CAP,82,-M,VOLCANO,Mark Redfern,EVOLUTION - Le Tour,360w @4.70wkg,06:54.026,13
ST-2,PK-CAP,83,-M,VOLCANO,Andrew Dinsmore,TFC - TFC Harriers,333w @5.10wkg,06:54.154,13
ST-2,PK-CAP,84,-M,VOLCANO,Gerome Romey,HEX - HEX - LETOUR,343w @5.20wkg,06:55.012,13
ST-2,PK-CAP,85,-M,VOLCANO,David Henderson,OMG - OMG avec WEZ,362w @5.20wkg,06:55.530,13
ST-2,PK-CAP,86,-M,VOLCANO,Joris Voorn,ZSUNR - ZSUNR - LETOUR,349w @5.50wkg,06:57.467,13
ST-2,PK-CAP,87,-M,VOLCANO,James Bowtell,CRCAF - CRCAF - LETOUR,373w @4.80wkg,06:57.822,13
ST-2,PK-CAP,88,-M,VOLCANO,James E Furman,OTR - Snowflakes,398w @5.20wkg,06:58.216,13
ST-2,PK-CAP,89,-M,VOLCANO,Michael Greiner,OMG - OMG avec WEZ,413w @4.80wkg,06:58.299,13
ST-2,PK-CAP,90,-M,VOLCANO,Anthony Hepworth,OPT - Velo Optimum,386w @5.00wkg,06:59.813,13
ST-2,PK-CAP,91,-M,VOLCANO,Hugues Joannis,5W4T - 5W4T,333w @4.80wkg,06:59.882,10
ST-2,PK-CAP,92,-M,VOLCANO,Richard Watson,ABR - ABR Bloobo webdesign,377w @4.80wkg,07:00.054,10
ST-2,PK-CAP,93,-M,VOLCANO,Alex Banville,COALITION - Beta,317w @4.70wkg,07:00.061,10
ST-2,PK-CAP,94,-M,VOLCANO,Francis Cayouette,5W4T - 5W4T,387w @5.00wkg,07:00.349,10
ST-2,PK-CAP,95,-M,VOLCANO,Luke Marshall,COALITION - Le Tour,327w @4.40wkg,07:02.850,10
ST-2,PK-CAP,96,-M,VOLCANO,Thomas Wagner,FRR - Spectre,341w @5.40wkg,07:03.082,10
ST-2,PK-CAP,97,-M,VOLCANO,Peter Mogg,OMG - OMG avec WEZ,294w @4.80wkg,07:03.140,10
ST-2,PK-CAP,98,-M,VOLCANO,Siegfried Pfeifer,SWM - SWM - LETOUR,345w @4.90wkg,07:05.066,10
ST-2,PK-CAP,99,-M,VOLCANO,Aaron Girdlestone,EVOLUTION - Warriors,379w @5.00wkg,07:06.146,10
ST-2,PK-CAP,100,-M,VOLCANO,JP Durand,5W4T - 5W4T,342w @4.40wkg,07:12.410,10
ST-2,PK-CAP,101,-M,VOLCANO,Rusty Davis,FRR - Spectre,321w @5.20wkg,07:14.124,7
ST-2,PK-CAP,102,-M,VOLCANO,Hannes Hamberger,VEGAN - VEGAN - LETOUR,308w @4.70wkg,07:14.855,7
ST-2,PK-CAP,103,-M,VOLCANO,Samuel Le Dortz,BL13 - BL13 - LETOUR,303w @4.60wkg,07:19.270,7
ST-2,PK-CAP,104,-M,VOLCANO,Michel Rivard,5W4T - 5W4T,327w @4.60wkg,07:28.975,7
ST-2,PK-CAP,105,-M,VOLCANO,Andrew Perkins,LVLESPORT - LEVEL Men,303w @4.70wkg,07:33.566,7
ST-2,PK-CAP,106,-M,VOLCANO,Anders Broberg,eSRT - eSRT - LETOUR,360w @4.50wkg,07:35.445,7
ST-2,PK-CAP,107,-M,VOLCANO,Zack Muetterties,BL13 - BL13 - LETOUR,338w @4.30wkg,07:35.503,7
ST-2,PK-CAP,108,-M,VOLCANO,Jon Werme,eSRT - eSRT - LETOUR,302w @4.40wkg,07:49.545,7
ST-2,PK-CAP,109,-M,VOLCANO,Kelsey smith,RELENTLESS - Taipan,316w @4.10wkg,07:58.700,7
ST-2,PK-CAP,110,-M,VOLCANO,Jude LaRene,OMG - OMG avec WEZ,302w @4.10wkg,08:08.219,7
ST-2,PK-CAP,111,-M,VOLCANO,Bastin Maxime,FFZ - FFZ Spartiate,229w @3.80wkg,08:18.318,6
ST-2,PK-CAP,112,-M,VOLCANO,Andrew Nicholl,DIRT - DIRT - LETOUR,286w @3.70wkg,08:40.371,6
ST-2,PK-CAP,113,-M,VOLCANO,Philipp Diethelm,RELENTLESS - Taipan,253w @3.50wkg,09:09.169,6
ST-2,PK-CAP,114,-M,VOLCANO,Adam Otstot,RELENTLESS - Taipan,210w @3.00wkg,10:29.868,6
ST-2,PK-CRP,1,-M,VOLCANO,Benjamin Axt,WATTFAB - WATTFAB - LETOUR,370w @5.30wkg,06:17.170,50
ST-2,PK-CRP,2,-M,VOLCANO,Jakob Wilson,RELENTLESS - Taipan,397w @5.30wkg,06:18.095,46
ST-2,PK-CRP,3,-M,VOLCANO,Nicolas Moreno,ZSUNR - ZSUNR - LETOUR,390w @5.10wkg,06:21.234,43
ST-2,PK-CRP,4,-M,VOLCANO,Kris Poole,FRR - Spectre,354w @5.10wkg,06:25.277,41
ST-2,PK-CRP,5,-M,VOLCANO,David Kowalski,COALITION - Le Tour,383w @5.10wkg,06:26.062,40
ST-2,PK-CRP,6,-M,VOLCANO,Schaub Sebastian,SWM - SWM - LETOUR,408w @5.50wkg,06:31.481,39
ST-2,PK-CRP,7,-M,VOLCANO,Joseph Shields,RELENTLESS - Taipan,398w @4.90wkg,06:32.039,38
ST-2,PK-CRP,8,-M,VOLCANO,Jason Bridges,RELENTLESS - Taipan,405w @5.10wkg,06:32.220,37
ST-2,PK-CRP,9,-M,VOLCANO,Eric Nevin,Race3R - ACDC,345w @4.90wkg,06:33.212,36
ST-2,PK-CRP,10,-M,VOLCANO,Justus Ade,SZ - SZ LOKE,404w @5.20wkg,06:33.227,35
ST-2,PK-CRP,11,-M,VOLCANO,Paul Dubienski,SWM - SWM - LETOUR,385w @5.00wkg,06:34.465,33
ST-2,PK-CRP,12,-M,VOLCANO,Chris Benham,RELENTLESS - Taipan,379w @4.80wkg,06:34.646,33
ST-2,PK-CRP,13,-M,VOLCANO,Matthias Seismann,TALENTF - TALENTF - LETOUR,384w @4.80wkg,06:35.809,33
ST-2,PK-CRP,14,-M,VOLCANO,Bill Dobson,WLECOL - WLECOL - LETOUR,371w @5.00wkg,06:36.753,33
ST-2,PK-CRP,15,-M,VOLCANO,Yves Niederhäuser,WLECOL - WLECOL - LETOUR,333w @5.00wkg,06:37.050,33
ST-2,PK-CRP,16,-M,VOLCANO,Mike robson,OTR - Crazy8s,332w @4.90wkg,06:45.609,33
ST-2,PK-CRP,17,-M,VOLCANO,Carl Frechette,OPT - Velo Optimum,378w @4.60wkg,06:45.697,33
ST-2,PK-CRP,18,-M,VOLCANO,Colin Staats,FRR - Spectre,379w @5.10wkg,06:46.926,33
ST-2,PK-CRP,19,-M,VOLCANO,Tim van rennes,TBR - JumboVisma,300w @5.00wkg,06:49.994,33
ST-2,PK-CRP,20,-M,VOLCANO,Leon O'Regan,ABR - ABR Bloobo webdesign,327w @4.70wkg,06:50.727,33
ST-2,PK-CRP,21,-M,VOLCANO,VO2max Coaching [CRP],FRR - Spectre,340w @5.30wkg,06:53.065,31
ST-2,PK-CRP,22,-M,VOLCANO,Cedrick Graham,OPT - Velo Optimum,351w @4.70wkg,06:53.808,31
ST-2,PK-CRP,23,-M,VOLCANO,Grant Womack,BL13 - BL13 - LETOUR,350w @4.80wkg,06:54.221,31
ST-2,PK-CRP,24,-M,VOLCANO,Ally Loney,DIRT - DIRT - LETOUR,415w @4.60wkg,06:55.714,31
ST-2,PK-CRP,25,-M,VOLCANO,Philippe Hakier,5W4T - 5W4T,356w @4.60wkg,06:57.574,31
ST-2,PK-CRP,26,-M,VOLCANO,Jason Drummond,USMES - Tour,344w @4.90wkg,06:57.625,31
ST-2,PK-CRP,27,-M,VOLCANO,Paul Buckland,RELENTLESS - Taipan,364w @4.50wkg,06:58.720,31
ST-2,PK-CRP,28,-M,VOLCANO,David,VELOS - VELOSiraptors,393w @4.80wkg,06:58.886,31
ST-2,PK-CRP,29,-M,VOLCANO,Ryan M Fiege,COALITION - Le Tour,403w @5.20wkg,06:58.915,31
ST-2,PK-CRP,30,-M,VOLCANO,Craig Segal,ABR - ABR Bloobo webdesign,320w @5.00wkg,06:59.025,31
ST-2,PK-CRP,31,-M,VOLCANO,Sylvain Lafrance,OPT - Velo Optimum,300w @4.80wkg,06:59.313,29
ST-2,PK-CRP,32,-M,VOLCANO,Christian Seyr,KIRCHMAIR - KIRCHMAIR - LETOUR,332w @4.70wkg,06:59.628,29
ST-2,PK-CRP,33,-M,VOLCANO,Matthias Runge,WATTFAB - WATTFAB - LETOUR,371w @4.60wkg,07:00.052,29
ST-2,PK-CRP,34,-M,VOLCANO,Neil Turner,Race3R - ACDC,357w @4.70wkg,07:00.086,29
ST-2,PK-CRP,35,-M,VOLCANO,Francis McKinnon,OPT - Velo Optimum,338w @4.60wkg,07:00.348,29
ST-2,PK-CRP,36,-M,VOLCANO,Alden Basmajian,RELENTLESS - Taipan,314w @4.50wkg,07:01.522,29
ST-2,PK-CRP,37,-M,VOLCANO,Stephan Schweiger,WATTFAB - WATTFAB - LETOUR,360w @4.40wkg,07:01.882,29
ST-2,PK-CRP,38,-M,VOLCANO,Dan Pannell,COALITION - Le Tour,335w @4.90wkg,07:03.479,29
ST-2,PK-CRP,39,-M,VOLCANO,Christian Baum,SWM - SWM - LETOUR,289w @4.50wkg,07:03.959,29
ST-2,PK-CRP,40,-M,VOLCANO,Philipp Pene,TALENTF - TALENTF - LETOUR,343w @4.40wkg,07:08.164,29
ST-2,PK-CRP,41,-M,VOLCANO,Stefan Faulkner,WLECOL - WLECOL - LETOUR,289w @4.80wkg,07:09.166,25
ST-2,PK-CRP,42,-M,VOLCANO,Alex Nairz,TALENTF - TALENTF - LETOUR,326w @4.60wkg,07:10.312,25
ST-2,PK-CRP,43,-M,VOLCANO,Tom Naabe,TBR - JumboVisma,275w @5.10wkg,07:10.721,25
ST-2,PK-CRP,44,-M,VOLCANO,Jason Caine,BAKPDL - BP1,338w @4.60wkg,07:11.114,25
ST-2,PK-CRP,45,-M,VOLCANO,Taylor Gonsoulin,OTR - Crazy8s,392w @5.00wkg,07:11.823,25
ST-2,PK-CRP,46,-M,VOLCANO,Jesse Dekker,BAKPDL - BP1,357w @4.40wkg,07:12.237,25
ST-2,PK-CRP,47,-M,VOLCANO,Massimo Fabbri,SOCKS4W - Le Tour,364w @4.90wkg,07:13.584,25
ST-2,PK-CRP,48,-M,VOLCANO,Michiel Balcaen,COALITION - Le Tour,293w @4.70wkg,07:14.183,25
ST-2,PK-CRP,49,-M,VOLCANO,Pavel Morozov,EVOLUTION - Le Tour,299w @4.70wkg,07:14.493,25
ST-2,PK-CRP,50,-M,VOLCANO,Daniel Manalo,OTR - Octopi,339w @4.40wkg,07:14.739,25
ST-2,PK-CRP,51,-M,VOLCANO,Andy Styger,KIRCHMAIR - KIRCHMAIR - LETOUR,344w @4.80wkg,07:15.182,22
ST-2,PK-CRP,52,-M,VOLCANO,Niels Delahoutre,ABR - ABR Bloobo webdesign,343w @4.40wkg,07:15.910,22
ST-2,PK-CRP,53,-M,VOLCANO,M.Tommis,TBR - JumboVisma,356w @4.30wkg,07:16.062,22
ST-2,PK-CRP,54,-M,VOLCANO,Joker Aldo Sena [ZIRT],ZIRT - ZIRT Uno,290w @4.60wkg,07:16.443,22
ST-2,PK-CRP,55,-M,VOLCANO,Jason ONeill,RELENTLESS - Taipan,366w @4.60wkg,07:17.664,22
ST-2,PK-CRP,56,-M,VOLCANO,Mark Fenton,ABR - ABR Bloobo webdesign,332w @4.40wkg,07:17.955,22
ST-2,PK-CRP,57,-M,VOLCANO,Christoph Hindermann,WATTFAB - WATTFAB - LETOUR,305w @4.40wkg,07:19.851,22
ST-2,PK-CRP,58,-M,VOLCANO,Jonathan Bisson,5W4T - 5W4T,359w @4.60wkg,07:20.616,22
ST-2,PK-CRP,59,-M,VOLCANO,Martin Cote,LWATT - E-mmortels,294w @4.30wkg,07:21.083,22
ST-2,PK-CRP,60,-M,VOLCANO,Raphael Caron Asselin,OPT - Velo Optimum,317w @4.60wkg,07:23.275,22
ST-2,PK-CRP,61,-M,VOLCANO,Paul Hollings,EVOLUTION - Warriors,330w @4.50wkg,07:24.156,19
ST-2,PK-CRP,62,-M,VOLCANO,David Bagdan,Race3R - ACDC,314w @4.40wkg,07:24.398,19
ST-2,PK-CRP,63,-M,VOLCANO,Diogo Leite,TugaZ - Pico,335w @4.10wkg,07:27.202,19
ST-2,PK-CRP,64,-M,VOLCANO,Sandro LSZ,WATTFAB - WATTFAB - LETOUR,357w @4.50wkg,07:27.455,19
ST-2,PK-CRP,65,-M,VOLCANO,Matjaz Zupanic,Race3R - ACDC,339w @4.30wkg,07:27.538,19
ST-2,PK-CRP,66,-M,VOLCANO,Alexandre Doyon,OPT - Velo Optimum,321w @4.50wkg,07:29.227,19
ST-2,PK-CRP,67,-M,VOLCANO,Kevin Mullins,TT1 - TT1 - LETOUR,351w @4.40wkg,07:32.740,19
ST-2,PK-CRP,68,-M,VOLCANO,Chris Pearce,TBR - JumboVisma,323w @4.50wkg,07:35.824,19
ST-2,PK-CRP,69,-M,VOLCANO,Elton Judd,TBR - JumboVisma,376w @4.30wkg,07:36.432,19
ST-2,PK-CRP,70,-M,VOLCANO,David L Gabb,RELENTLESS - Taipan,302w @4.10wkg,07:36.875,19
ST-2,PK-CRP,71,-M,VOLCANO,Davis Frease,USMES - Tour,351w @4.40wkg,07:38.680,16
ST-2,PK-CRP,72,-M,VOLCANO,GIS,FFZ - FFZ Spartiate,299w @4.10wkg,07:39.445,16
ST-2,PK-CRP,73,-M,VOLCANO,Gattlen Sébastien,FFZ - FFZ Spartiate,320w @4.40wkg,07:40.806,16
ST-2,PK-CRP,74,-M,VOLCANO,Tobias Lagemann,SISU - SISU - LETOUR,279w @4.20wkg,07:41.372,16
ST-2,PK-CRP,75,-M,VOLCANO,Peter Bradbury,ZSCOT - ZSCOT - LETOUR,291w @4.20wkg,07:43.309,16
ST-2,PK-CRP,76,-M,VOLCANO,Clement Desle,DIRT - DIRT - LETOUR,363w @4.10wkg,07:45.872,16
ST-2,PK-CRP,77,-M,VOLCANO,Unai Balenciaga,EVOLUTION - Le Tour,268w @4.10wkg,07:54.870,16
ST-2,PK-CRP,78,-M,VOLCANO,Guillaume Lamy,OPT - Velo Optimum,283w @4.00wkg,08:04.651,16
ST-2,PK-CRP,79,-M,VOLCANO,Dave Garguilo,CRCAF - CRCAF - LETOUR,252w @3.20wkg,09:14.485,16
ST-2,PK-CRP,80,-M,VOLCANO,Jin Yamamoto,COALITION - Le Tour,204w @3.00wkg,10:01.692,16
ST-2,PK-GHT,1,-M,VOLCANO,DAVID LAMINETTE  FFZ,FFZ - FFZ Spartiate,316w @5.00wkg,06:48.033,50
ST-2,PK-GHT,2,-M,VOLCANO,Jens Schumann,WATTFAB - WATTFAB - LETOUR,312w @5.00wkg,06:48.271,46
ST-2,PK-GHT,3,-M,VOLCANO,Jon Meals,TFC - TFC Harriers,276w @4.80wkg,06:58.128,43
ST-2,PK-GHT,4,-M,VOLCANO,Luis Ma Olivares,TBW - Watopia Tour,326w @4.50wkg,07:00.927,41
ST-2,PK-GHT,5,-M,VOLCANO,Magnus Boucsein,TALENTF - TALENTF - LETOUR,366w @4.50wkg,07:01.037,40
ST-2,PK-GHT,6,-M,VOLCANO,Nicolas Rafael,OPT - Velo Optimum,324w @4.60wkg,07:02.579,39
ST-2,PK-GHT,7,-M,VOLCANO,Neil Hodgson,OTR - Snowflakes,356w @4.60wkg,07:02.726,38
ST-2,PK-GHT,8,-M,VOLCANO,Niels Harbs,WATTFAB - WATTFAB - LETOUR,427w @4.60wkg,07:02.885,37
ST-2,PK-GHT,9,-M,VOLCANO,Espouy,FFZ - FFZ Spartiate,307w @4.70wkg,07:02.948,36
ST-2,PK-GHT,10,-M,VOLCANO,Jean-Christophe Simard,OPT - Velo Optimum,380w @4.70wkg,07:03.824,35
ST-2,PK-GHT,11,-M,VOLCANO,Eric Detrick,FRR - Spectre,371w @5.00wkg,07:04.657,33
ST-2,PK-GHT,12,-M,VOLCANO,Janne HÃ¶ijer Jakobsson,eSRT - eSRT - LETOUR,333w @4.60wkg,07:08.278,33
ST-2,PK-GHT,13,-M,VOLCANO,Tom Monta,CRYO-GEN - Lancelot,334w @4.40wkg,07:08.631,33
ST-2,PK-GHT,14,-M,VOLCANO,Alex Wiseman,CRCAF - CRCAF - LETOUR,383w @4.50wkg,07:10.248,33
ST-2,PK-GHT,15,-M,VOLCANO,Kent Langridge,TFC - TFC Harriers,372w @4.50wkg,07:10.398,33
ST-2,PK-GHT,16,-M,VOLCANO,Robert Egelnor,SZ - SZ LOKE,352w @4.60wkg,07:11.286,33
ST-2,PK-GHT,17,-M,VOLCANO,Andrew Maljaars,EVOLUTION - Le Tour,373w @4.60wkg,07:12.755,33
ST-2,PK-GHT,18,-M,VOLCANO,Jasmin Marinelli,5W4T - 5W4T,292w @4.40wkg,07:13.251,33
ST-2,PK-GHT,19,-M,VOLCANO,Sören Schumacher,VEGAN - VEGAN - LETOUR,367w @4.70wkg,07:14.005,33
ST-2,PK-GHT,20,-M,VOLCANO,Antonio Dias,TugaZ - Pico,298w @4.50wkg,07:14.128,33
ST-2,PK-GHT,21,-M,VOLCANO,Jacket,FRR - Spectre,311w @4.60wkg,07:14.256,31
