X1,X2,X3,X4,X5,X6,X7,X8
GC,GC-CAP,143,-M,Marc Santo,TALENTF - TALENTF - LETOUR,1,01:08:26.159
GC,GC-CAP,144,-M,Massimiliano Wiser,TEAMCLS - Vitesse verte,1,01:08:48.865
GC,GC-CAP,145,-M,Eric Flanders,OMG - OMG avec WEZ,1,01:10:16.099
GC,GC-CAP,146,-M,Hugo Viort,FRR - Spectre,1,01:12:52.081
GC,GC-CAP,147,-M,André Minas,FRR - Spectre,1,01:15:41.753
GC,GC-CAP,148,-M,Maciek m,ZTPL - ZTPL - LETOUR,2,02:24:36.749
GC,GC-CAP,149,-M,Steve Shipman,Race3R - ACDC,2,02:33:24.582
GC,GC-CAP,150,-M,Matt Tomlinson,TT1 - TT1 - LETOUR,1,00:55:02.040
GC,GC-CAP,151,-M,Gabe Altopp,CRCAF - CRCAF - LETOUR,2,01:27:13.984
GC,GC-CAP,152,-M,Chris Dawson,WLECOL - WLECOL - LETOUR,1,01:09:59.670
GC,GC-CAP,153,-M,Paul Hamblett,BURRITO - BURRITO - LETOUR,1,01:10:33.693
GC,GC-CAP,154,-M,Piotr Truszczyński,ZTPL - ZTPL - LETOUR,1,01:12:11.977
GC,GC-CAP,155,-M,Brett Hickford,COALITION - Beta,1,01:12:36.908
GC,GC-CAP,156,-M,Paweł Kalita,ZTPL - ZTPL - LETOUR,1,01:15:42.183
GC,GC-CAP,157,-M,Jake Saunders,RELENTLESS - Taipan,1,01:15:46.085
GC,GC-CAP,158,-M,Chris,FRR - Spectre,1,01:18:25.233
GC,GC-CAP,159,-M,Lee Baxter,BURRITO - BURRITO - LETOUR,1,01:18:26.550
GC,GC-CAP,160,-M,Uto HAMA,FRR - Spectre,1,01:18:42.589
GC,GC-CAP,161,-M,Adil Tabalong,ZIRT - ZIRT Uno,2,01:21:51.188
GC,GC-CAP,162,-M,Jacek Karluk,Race3R - ACDC,2,01:22:04.149
GC,GC-CAP,163,-M,Anthony Hepworth,OPT - Velo Optimum,2,01:22:25.217
GC,GC-CAP,164,-M,Alex Watts,TT1 - TT1 - LETOUR,2,01:22:51.128
GC,GC-CAP,165,-M,Anders Broberg,eSRT - eSRT - LETOUR,2,01:23:46.356
GC,GC-CAP,166,-M,Gerome Romey,HEX - HEX - LETOUR,2,01:25:02.475
GC,GC-CAP,167,-M,Stephen Corbyn,VELOS - VELOSiraptors,1,01:27:19.217
GC,GC-CAP,168,-M,Sammy Knockaert,FRR - Spectre,1,01:12:52.849
GC,GC-CAP,169,-M,Maario Silm,VELOS - VELOSiraptors,1,00:05:04.443
GC,GC-CAP,170,-M,Rob Halsall,LVLESPORT - LEVEL Men,1,00:05:13.210
GC,GC-CAP,171,-M,Sim Adyns,ABR - ABR Bloobo webdesign,1,00:05:17.834
GC,GC-CRP,1,-M,Jason Bridges,RELENTLESS - Taipan,8,07:53:47.370
GC,GC-CRP,2,-M,Justus Ade,SZ - SZ LOKE,8,07:54:27.558
GC,GC-CRP,3,-M,Kris Poole,FRR - Spectre,8,08:10:54.173
GC,GC-CRP,4,-M,Yves Niederhäuser,WLECOL - WLECOL - LETOUR,8,08:14:20.402
GC,GC-CRP,5,-M,Eric Nevin,Race3R - ACDC,8,08:16:06.975
GC,GC-CRP,6,-M,Mike robson,OTR - Crazy8s,8,08:16:23.407
GC,GC-CRP,7,-M,Christian Seyr,KIRCHMAIR - KIRCHMAIR - LETOUR,8,08:17:01.623
GC,GC-CRP,8,-M,Carl Frechette,OPT - Velo Optimum,8,08:17:33.577
GC,GC-CRP,9,-M,David Bagdan,Race3R - ACDC,8,08:17:59.250
GC,GC-CRP,10,-M,Philippe Hakier,5W4T - 5W4T,8,08:20:14.719
GC,GC-CRP,11,-M,David Kowalski,COALITION - Le Tour,8,08:20:37.975
GC,GC-CRP,12,-M,Diogo Leite,TugaZ - Pico,8,08:21:02.395
GC,GC-CRP,13,-M,Cedrick Graham,OPT - Velo Optimum,8,08:21:10.768
GC,GC-CRP,14,-M,Schaub Sebastian,SWM - SWM - LETOUR,8,08:21:31.256
GC,GC-CRP,15,-M,Francis McKinnon,OPT - Velo Optimum,8,08:24:08.535
GC,GC-CRP,16,-M,Matthias Runge,WATTFAB - WATTFAB - LETOUR,8,08:27:04.267
GC,GC-CRP,17,-M,Pavel Morozov,EVOLUTION - Le Tour,8,08:28:43.336
GC,GC-CRP,18,-M,Leon O'Regan,ABR - ABR Bloobo webdesign,8,08:28:43.560
GC,GC-CRP,19,-M,M.Tommis,TBR - JumboVisma,8,08:30:39.760
GC,GC-CRP,20,-M,Christian Baum,SWM - SWM - LETOUR,8,08:30:44.140
GC,GC-CRP,21,-M,Stefan Faulkner,WLECOL - WLECOL - LETOUR,8,08:34:38.719
GC,GC-CRP,22,-M,Dan Pannell,COALITION - Le Tour,8,08:34:39.894
GC,GC-CRP,23,-M,GIS,FFZ - FFZ Spartiate,8,08:35:10.602
GC,GC-CRP,24,-M,Christoph Hindermann,WATTFAB - WATTFAB - LETOUR,8,08:38:36.053
GC,GC-CRP,25,-M,Taylor Gonsoulin,OTR - Crazy8s,8,08:39:08.721
GC,GC-CRP,26,-M,Tobias Lagemann,SISU - SISU - LETOUR,8,08:40:46.648
GC,GC-CRP,27,-M,Stephan Schweiger,WATTFAB - WATTFAB - LETOUR,8,08:40:47.069
GC,GC-CRP,28,-M,Mark Fenton,ABR - ABR Bloobo webdesign,8,08:40:48.733
GC,GC-CRP,29,-M,Joker Aldo Sena [ZIRT],ZIRT - ZIRT Uno,8,08:42:50.597
GC,GC-CRP,30,-M,David L Gabb,RELENTLESS - Taipan,8,08:43:13.264
GC,GC-CRP,31,-M,Colin Staats,FRR - Spectre,8,08:43:27.588
GC,GC-CRP,32,-M,Martin Cote,LWATT - E-mmortels,8,08:48:11.156
GC,GC-CRP,33,-M,Daniel Manalo,OTR - Octopi,8,08:55:39.000
GC,GC-CRP,34,-M,Ally Loney,DIRT - DIRT - LETOUR,8,08:58:50.922
GC,GC-CRP,35,-M,Kevin Mullins,TT1 - TT1 - LETOUR,8,09:03:07.120
GC,GC-CRP,36,-M,Jason Drummond,USMES - Tour,8,09:07:16.749
GC,GC-CRP,37,-M,Guillaume Lamy,OPT - Velo Optimum,8,09:15:55.566
GC,GC-CRP,38,-M,Jin Yamamoto,COALITION - Le Tour,8,09:23:14.963
GC,GC-CRP,39,-M,Dave Garguilo,CRCAF - CRCAF - LETOUR,8,10:34:57.004
GC,GC-CRP,40,-M,Jean-Christophe Beaulieu,OPT - Velo Optimum,6,07:15:48.267
GC,GC-CRP,41,-M,Paul Chubb,BL13 - BL13 - LETOUR,6,07:21:10.633
GC,GC-CRP,42,-M,Gattlen Sébastien,FFZ - FFZ Spartiate,7,07:34:33.107
GC,GC-CRP,43,-M,Sylvain Lafrance,OPT - Velo Optimum,7,07:16:20.866
GC,GC-CRP,44,-M,Paul Buckland,RELENTLESS - Taipan,7,07:12:16.324
GC,GC-CRP,45,-M,Joseph Shields,RELENTLESS - Taipan,7,07:18:27.794
GC,GC-CRP,46,-M,Alexandre Doyon,OPT - Velo Optimum,7,07:30:18.703
GC,GC-CRP,47,-M,Chris Pearce,TBR - JumboVisma,7,07:43:12.081
GC,GC-CRP,48,-M,Raphael Caron Asselin,OPT - Velo Optimum,7,07:51:14.050
GC,GC-CRP,49,-M,Andy Styger,KIRCHMAIR - KIRCHMAIR - LETOUR,7,08:02:15.272
GC,GC-CRP,50,-M,Ben Mackinson,ABR - ABR Bloobo webdesign,6,05:29:17.017
GC,GC-CRP,51,-M,Craig Segal,ABR - ABR Bloobo webdesign,6,06:40:27.180
GC,GC-CRP,52,-M,Jonathan Bisson,5W4T - 5W4T,6,06:41:18.241
GC,GC-CRP,53,-M,Elton Judd,TBR - JumboVisma,6,06:07:41.684
GC,GC-CRP,54,-M,Neil Turner,Race3R - ACDC,6,06:15:28.291
GC,GC-CRP,55,-M,VO2max Coaching [CRP],FRR - Spectre,5,06:40:42.442
GC,GC-CRP,56,-M,Sandro LSZ,WATTFAB - WATTFAB - LETOUR,6,05:25:40.436
GC,GC-CRP,57,-M,Niels Delahoutre,ABR - ABR Bloobo webdesign,6,05:31:13.315
GC,GC-CRP,58,-M,Matjaz Zupanic,Race3R - ACDC,6,05:36:10.886
GC,GC-CRP,59,-M,Nicolas Moreno,ZSUNR - ZSUNR - LETOUR,6,05:42:23.031
GC,GC-CRP,60,-M,Tom Naabe,TBR - JumboVisma,6,05:45:48.444
GC,GC-CRP,61,-M,Paul Hollings,EVOLUTION - Warriors,6,05:49:26.196
GC,GC-CRP,62,-M,Paul Dubienski,SWM - SWM - LETOUR,5,05:04:18.326
GC,GC-CRP,63,-M,Clement Desle,DIRT - DIRT - LETOUR,5,05:42:18.918
GC,GC-CRP,64,-M,Bill Dobson,WLECOL - WLECOL - LETOUR,5,04:33:16.557
GC,GC-CRP,65,-M,Philipp Pene,TALENTF - TALENTF - LETOUR,5,04:54:39.860
GC,GC-CRP,66,-M,Massimo Fabbri,SOCKS4W - Le Tour,4,05:54:47.301
GC,GC-CRP,67,-M,Alexander Vellekoop,AMANI - AMANI - LETOUR,3,03:15:11.406
GC,GC-CRP,68,-M,Jason ONeill,RELENTLESS - Taipan,4,04:02:14.321
GC,GC-CRP,69,-M,Grant Womack,BL13 - BL13 - LETOUR,5,04:51:53.905
GC,GC-CRP,70,-M,DT,EVOLUTION - Warriors,3,03:02:47.313
GC,GC-CRP,71,-M,Martin Ehmoser,TALENTF - TALENTF - LETOUR,4,03:54:44.230
GC,GC-CRP,72,-M,Nelson Pinto,FRR - Spectre,2,03:24:56.197
GC,GC-CRP,73,-M,Davis Frease,USMES - Tour,3,02:26:28.664
GC,GC-CRP,74,-M,Tim van rennes,TBR - JumboVisma,2,02:11:00.394
GC,GC-CRP,75,-M,Richy howell,LVLESPORT - LEVEL Men,3,02:11:36.852
GC,GC-CRP,76,-M,Ryan M Fiege,COALITION - Le Tour,4,03:42:17.701
GC,GC-CRP,77,-M,Robin Andersson,eSRT - eSRT - LETOUR,2,02:13:38.171
GC,GC-CRP,78,-M,Bob Jones,FRR - Spectre,2,02:24:40.267
GC,GC-CRP,79,-M,Chris Benham,RELENTLESS - Taipan,3,02:27:09.178
GC,GC-CRP,80,-M,Christian JACQUE,FFZ - FFZ Spartiate,3,02:34:19.423
GC,GC-CRP,81,-M,Alex Nairz,TALENTF - TALENTF - LETOUR,3,02:37:21.006
GC,GC-CRP,82,-M,Christian Deschênes,5W4T - 5W4T,2,02:42:09.102
GC,GC-CRP,83,-M,Julian Herz,WATTFAB - WATTFAB - LETOUR,1,02:00:46.249
GC,GC-CRP,84,-M,Ruben Villalain,TFC - TFC Harriers,1,02:06:08.259
GC,GC-CRP,85,-M,Rune Jensen,KST - KST - LETOUR,1,02:07:34.994
GC,GC-CRP,86,-M,Mathew Bassett,COALITION - Le Tour,2,02:16:23.418
GC,GC-CRP,87,-M,Jesse Dekker,BAKPDL - BP1,3,02:20:07.593
GC,GC-CRP,88,-M,Alden Basmajian,RELENTLESS - Taipan,3,02:21:40.403
GC,GC-CRP,89,-M,Troy de Juncker,BAKPDL - BP1,1,00:35:59.175
GC,GC-CRP,90,-M,Myles Ward,FRR - Spectre,1,00:36:29.540
GC,GC-CRP,91,-M,JamesLawler,WLECOL - WLECOL - LETOUR,1,00:37:15.834
GC,GC-CRP,92,-M,Neil Bennison,ABR - ABR Bloobo webdesign,1,00:37:41.394
GC,GC-CRP,93,-M,Magnus Wiklund,eSRT - eSRT - LETOUR,1,00:43:17.000
GC,GC-CRP,94,-M,Benjamin Axt,WATTFAB - WATTFAB - LETOUR,3,02:35:06.129
GC,GC-CRP,95,-M,Michiel Balcaen,COALITION - Le Tour,3,02:44:40.341
GC,GC-CRP,96,-M,Nathan Parton,SISU - SISU - LETOUR,1,01:10:42.799
GC,GC-CRP,97,-M,Nathan McGinty,DRAFTDINO - Dinos,2,01:13:14.068
GC,GC-CRP,98,-M,Pedro Pinheiro,FRR - Spectre,1,01:13:49.820
GC,GC-CRP,99,-M,Tom Boveree,Race3R - ACDC,1,01:15:10.005
GC,GC-CRP,100,-M,Frank Walter,TALENTF - TALENTF - LETOUR,1,01:15:12.030
GC,GC-CRP,101,-M,Bruno Passos,FRR - Spectre,1,01:16:27.852
GC,GC-CRP,102,-M,Kevin Metcalfe,COALITION - Le Tour,1,00:56:30.343
GC,GC-CRP,103,-M,JÃ©rÃ©mie Vachon,5W4T - 5W4T,1,00:56:53.087
GC,GC-CRP,104,-M,Matthias Seismann,TALENTF - TALENTF - LETOUR,2,01:18:14.875
GC,GC-CRP,105,-M,Jason Caine,BAKPDL - BP1,2,01:23:27.833
GC,GC-CRP,106,-M,David,VELOS - VELOSiraptors,2,01:23:47.963
GC,GC-CRP,107,-M,Unai Balenciaga,EVOLUTION - Le Tour,2,01:29:39.050
GC,GC-CRP,108,-M,Jakob Wilson,RELENTLESS - Taipan,1,01:12:51.310
GC,GC-CRP,109,-M,Peter Bradbury,ZSCOT - ZSCOT - LETOUR,1,01:24:01.361
GC,GC-CRP,110,-M,Travis Frazier,OMG - OMG avec WEZ,1,00:05:20.009
GC,GC-CRP,111,-M,Nick Salentin,TALENTF - TALENTF - LETOUR,1,00:05:21.100
GC,GC-CRP,112,-M,Remi Tremblay,DIRT - DIRT - LETOUR,1,00:05:24.912
GC,GC-CRP,113,-M,Maik Abraham,TALENTF - TALENTF - LETOUR,1,00:05:28.755
GC,GC-CRP,114,-M,Jos Medema,VELOS - VELOSiraptors,1,00:05:57.142
GC,GC-CRP,115,-M,Brett,DRAFTDINO - Dinos,1,00:07:17.263
GC,GC-GHT,1,-M,Chris Harnish,FRR - Spectre,8,08:21:46.049
GC,GC-GHT,2,-M,Luis Ma Olivares,TBW - Watopia Tour,8,08:27:34.264
GC,GC-GHT,3,-M,Neil Hodgson,OTR - Snowflakes,8,08:32:18.673
GC,GC-GHT,4,-M,Stewart White,TFC - TFC Harriers,8,08:32:44.605
GC,GC-GHT,5,-M,Patrick Caisse,5W4T - 5W4T,8,08:36:02.295
GC,GC-GHT,6,-M,Jens Schumann,WATTFAB - WATTFAB - LETOUR,8,08:39:03.364
GC,GC-GHT,7,-F,Anne Nevin,SOCKS4W - Le Tour,8,08:39:40.085
