X1,X2,X3,X4,X5,X6,X7,X8
GC,GC-CAP,-M,Dom clarke,BURRITO - BURRITO - LETOUR,1,460w @5.50wkg,00:05:12.713
GC,GC-CAP,-M,Philipp Diethelm,RELENTLESS - Taipan,1,437w @5.50wkg,00:05:12.789
GC,GC-CAP,-M,Peter Mogg,OMG - OMG avec WEZ,1,380w @5.70wkg,00:05:12.805
GC,GC-CAP,-M,Zack Muetterties,BL13 - BL13 - LETOUR,1,498w @5.70wkg,00:05:12.948
GC,GC-CAP,-M,Mathias Kemnitz,FRR - Spectre,1,436w @5.40wkg,00:05:13.029
GC,GC-CAP,-M,Kjell Gunnar Gjerdal,EVOLUTION - Warriors,1,492w @5.50wkg,00:05:13.043
GC,GC-CAP,-M,Patrick Orrick,OMG - OMG avec WEZ,1,404w @5.80wkg,00:05:13.141
GC,GC-CAP,-M,Rob Halsall,LVLESPORT - LEVEL Men,1,429w @5.50wkg,00:05:13.210
GC,GC-CAP,-M,Joey M,DIRT - DIRT - LETOUR,1,466w @5.50wkg,00:05:13.679
GC,GC-CAP,-M,Yoann Deldossi,HEX - HEX - LETOUR,1,422w @5.60wkg,00:05:13.760
GC,GC-CAP,-M,Maxime Bernard,FFZ - FFZ Spartiate,1,389w @5.50wkg,00:05:14.885
GC,GC-CAP,-M,Patrick Schaefer,OTR - Snowflakes,1,421w @5.70wkg,00:05:15.022
GC,GC-CAP,-M,J. Carton CLS. CAP,TEAMCLS - Vitesse verte,1,382w @5.90wkg,00:05:15.132
GC,GC-CAP,-M,Duncan Johnson,OTR - Octopi,1,419w @5.40wkg,00:05:15.180
GC,GC-CAP,-M,Paoloni,FFZ - FFZ Spartiate,1,386w @5.70wkg,00:05:15.736
GC,GC-CAP,-M,Gustav Lindqvist,FRR - Spectre,1,360w @5.70wkg,00:05:15.795
GC,GC-CAP,-M,Joris Voorn,ZSUNR - ZSUNR - LETOUR,1,407w @5.80wkg,00:05:15.987
GC,GC-CAP,-M,Jon Werme,eSRT - eSRT - LETOUR,1,399w @5.30wkg,00:05:16.315
GC,GC-CAP,-M,Anders Broberg,eSRT - eSRT - LETOUR,1,454w @5.20wkg,00:05:16.444
GC,GC-CAP,-M,David Henderson,OMG - OMG avec WEZ,1,406w @5.30wkg,00:05:17.044
GC,GC-CAP,-M,Alex Rockwell,Race3R - ACDC,1,421w @5.60wkg,00:05:17.112
GC,GC-CAP,-M,Hannes Hamberger,VEGAN - VEGAN - LETOUR,1,398w @5.50wkg,00:05:17.337
GC,GC-CAP,-M,Kalle Kadens,FRR - Spectre,1,361w @5.80wkg,00:05:17.509
GC,GC-CAP,-M,Nate Silva,COALITION - Beta,1,481w @5.20wkg,00:05:17.527
GC,GC-CAP,-M,Sim Adyns,ABR - ABR Bloobo webdesign,1,405w @5.70wkg,00:05:17.834
GC,GC-CAP,-M,Luc Guilbeault,5W4T - 5W4T,1,449w @5.40wkg,00:05:18.654
GC,GC-CAP,-M,Daniel Pinto,OMG - OMG avec WEZ,1,415w @5.40wkg,00:05:18.687
GC,GC-CAP,-M,Gonzague PETIT,FFZ - FFZ Spartiate,1,419w @5.60wkg,00:05:18.963
GC,GC-CAP,-M,Andrew Perkins,LVLESPORT - LEVEL Men,1,384w @5.40wkg,00:05:19.085
GC,GC-CAP,-M,Peter McMullan,BURRITO - BURRITO - LETOUR,1,476w @5.40wkg,00:05:19.296
GC,GC-CAP,-M,Ben Soja,KIRCHMAIR - KIRCHMAIR - LETOUR,1,376w @5.60wkg,00:05:19.362
GC,GC-CAP,-M,Paul Kearney,TEAMCLS - Vitesse verte,1,416w @5.00wkg,00:05:19.598
GC,GC-CAP,-M,Jude LaRene,OMG - OMG avec WEZ,1,408w @5.00wkg,00:05:20.744
GC,GC-CAP,-M,Nicolas Boucher,OPT - Velo Optimum,1,404w @5.40wkg,00:05:20.892
GC,GC-CAP,-M,Richard Watson,ABR - ABR Bloobo webdesign,1,448w @5.20wkg,00:05:21.060
GC,GC-CAP,-M,Charles-Olivier Laporte,OPT - Velo Optimum,1,397w @5.50wkg,00:05:21.069
GC,GC-CAP,-M,Luke Marshall,COALITION - Le Tour,1,424w @5.20wkg,00:05:21.275
GC,GC-CAP,-M,Siegfried Pfeifer,SWM - SWM - LETOUR,1,408w @5.20wkg,00:05:21.816
GC,GC-CAP,-M,James E Furman,OTR - Snowflakes,1,429w @5.10wkg,00:05:21.865
GC,GC-CAP,-M,Alex Banville,COALITION - Beta,1,386w @5.20wkg,00:05:22.263
GC,GC-CAP,-M,James Bowtell,CRCAF - CRCAF - LETOUR,1,441w @5.20wkg,00:05:22.306
GC,GC-CAP,-M,Hugues Joannis,5W4T - 5W4T,1,391w @5.10wkg,00:05:23.393
GC,GC-CAP,-M,Gerome Romey,HEX - HEX - LETOUR,1,389w @5.40wkg,00:05:23.570
GC,GC-CAP,-M,thomas evans,TEAMCLS - Vitesse verte,1,376w @5.40wkg,00:05:23.721
GC,GC-CAP,-M,Alex Watts,TT1 - TT1 - LETOUR,1,391w @5.00wkg,00:05:24.028
GC,GC-CAP,-M,Samuel Le Dortz,BL13 - BL13 - LETOUR,1,378w @5.20wkg,00:05:25.435
GC,GC-CAP,-M,Adam Otstot,RELENTLESS - Taipan,1,372w @4.80wkg,00:05:30.240
GC,GC-CAP,-M,Bastin Maxime,FFZ - FFZ Spartiate,1,352w @5.30wkg,00:05:30.421
GC,GC-CAP,-M,David Cheam,EVOLUTION - Warriors,1,316w @4.90wkg,00:05:32.419
GC,GC-CAP,-M,Michel Rivard,5W4T - 5W4T,1,364w @4.70wkg,00:05:33.486
GC,GC-CAP,-M,Andrew Nicholl,DIRT - DIRT - LETOUR,1,377w @4.50wkg,00:05:35.595
GC,GC-CAP,-M,Rusty Davis,FRR - Spectre,1,371w @5.40wkg,00:05:35.808
GC,GC-CAP,-M,Samuel Tremblay,OPT - Velo Optimum,1,340w @4.80wkg,00:05:37.438
GC,GC-CAP,-M,Ben clarke,OTR - Crazy8s,1,372w @4.50wkg,00:05:37.564
GC,GC-CAP,-M,Gabe Altopp,CRCAF - CRCAF - LETOUR,1,328w @4.70wkg,00:05:38.765
GC,GC-CAP,-M,Jono Martin,Race3R - ACDC,1,353w @3.80wkg,00:05:51.344
GC,GC-CAP,-M,Kelsey smith,RELENTLESS - Taipan,1,264w @3.10wkg,00:06:21.522
GC,GC-CAP,-M,Unknow Fellow,FRR - Spectre,1,190w @2.60wkg,00:07:00.219
GC,GC-CAP,-M,Stefan Kirchmair,KIRCHMAIR - KIRCHMAIR - LETOUR,2,316w @4.10wkg,01:11:15.231
GC,GC-CAP,-M,Nathan Miller,RELENTLESS - Taipan,2,379w @4.00wkg,01:11:18.441
GC,GC-CAP,-M,Mathias Kemnitz,FRR - Spectre,2,311w @3.90wkg,01:11:19.027
GC,GC-CAP,-M,Jan Steinmann,WLECOL - WLECOL - LETOUR,2,314w @3.90wkg,01:11:20.083
GC,GC-CAP,-M,Brian Bishop,OTR - Crazy8s,2,335w @4.10wkg,01:11:20.182
GC,GC-CAP,-M,Alex Lemp,TALENTF - TALENTF - LETOUR,2,357w @3.90wkg,01:11:20.976
GC,GC-CAP,-M,Greg Morgan,EVOLUTION - Warriors,2,320w @4.20wkg,01:11:21.255
GC,GC-CAP,-M,Mark de Bruijn,RELENTLESS - Taipan,2,318w @4.00wkg,01:11:21.440
GC,GC-CAP,-M,Kjell Gunnar Gjerdal,EVOLUTION - Warriors,2,346w @3.80wkg,01:11:21.821
GC,GC-CAP,-M,Bastian von Hayn,TALENTF - TALENTF - LETOUR,2,315w @4.00wkg,01:11:21.836
GC,GC-CAP,-M,Travis Gatesman,RELENTLESS - Taipan,2,392w @4.20wkg,01:11:21.967
GC,GC-CAP,-M,Patrick Schaefer,OTR - Snowflakes,2,288w @3.90wkg,01:11:22.855
GC,GC-CAP,-M,Petar Dashev [CAP],FRR - Spectre,2,278w @4.10wkg,01:11:23.010
GC,GC-CAP,-M,James Skulczuk,BURRITO - BURRITO - LETOUR,2,392w @3.70wkg,01:11:23.129
GC,GC-CAP,-M,Jan Lammers,TALENTF - TALENTF - LETOUR,2,295w @3.90wkg,01:11:23.547
GC,GC-CAP,-M,Tim Shields,ABR - ABR Bloobo webdesign,2,366w @3.70wkg,01:11:23.773
GC,GC-CAP,-M,Mark Talbot,COALITION - Le Tour,2,308w @3.80wkg,01:11:23.903
GC,GC-CAP,-M,Maxime Bernard,FFZ - FFZ Spartiate,2,286w @4.10wkg,01:11:25.085
GC,GC-CAP,-M,David Cheam,EVOLUTION - Warriors,2,251w @4.00wkg,01:11:25.121
GC,GC-CAP,-M,a.lex,TALENTF - TALENTF - LETOUR,2,300w @3.90wkg,01:11:25.736
GC,GC-CAP,-M,Ben clarke,OTR - Crazy8s,2,312w @3.90wkg,01:11:26.440
GC,GC-CAP,-M,Dom clarke,BURRITO - BURRITO - LETOUR,2,327w @3.90wkg,01:11:26.724
GC,GC-CAP,-M,Thomas Davison,EVOLUTION - Warriors,2,343w @4.50wkg,01:11:27.079
GC,GC-CAP,-M,Ben Soja,KIRCHMAIR - KIRCHMAIR - LETOUR,2,269w @4.10wkg,01:11:28.314
GC,GC-CAP,-M,Tobias van Toledo,EVOLUTION - Warriors,2,373w @3.70wkg,01:11:33.533
GC,GC-CAP,-M,Jared Benney (ABR),ABR - ABR Bloobo webdesign,2,430w @4.00wkg,01:11:37.013
GC,GC-CAP,-M,Gustav Lindqvist,FRR - Spectre,2,267w @4.20wkg,01:11:43.859
GC,GC-CAP,-M,Rinus Verhelle,RELENTLESS - Taipan,2,281w @3.90wkg,01:12:48.238
GC,GC-CAP,-M,Nico Peller,KIRCHMAIR - KIRCHMAIR - LETOUR,2,317w @3.80wkg,01:12:48.393
GC,GC-CAP,-M,Maciek m,ZTPL - ZTPL - LETOUR,2,351w @4.10wkg,01:12:48.396
GC,GC-CAP,-M,Meyckeens Sébastien,FFZ - FFZ Spartiate,2,283w @4.10wkg,01:12:48.620
GC,GC-CAP,-M,Brett boniface,OMG - OMG avec WEZ,2,277w @3.90wkg,01:12:48.640
GC,GC-CAP,-M,Adam Vogt,OTR - Snowflakes,2,311w @4.20wkg,01:12:48.702
GC,GC-CAP,-M,Christian Grupp,TALENTF - TALENTF - LETOUR,2,361w @3.40wkg,01:12:49.270
GC,GC-CAP,-M,Daniel Mundell,BL13 - BL13 - LETOUR,2,281w @3.70wkg,01:12:49.589
GC,GC-CAP,-M,Teppo Laurio,WLECOL - WLECOL - LETOUR,2,291w @3.80wkg,01:12:50.569
GC,GC-CAP,-M,Adrien,FFZ - FFZ Spartiate,2,259w @3.80wkg,01:12:50.807
GC,GC-CAP,-M,Mark Elding,BL13 - BL13 - LETOUR,2,302w @3.50wkg,01:12:51.095
GC,GC-CAP,-M,Diogo Calçada,FRR - Spectre,2,298w @3.90wkg,01:12:51.253
GC,GC-CAP,-M,Ben Russell,WLECOL - WLECOL - LETOUR,2,294w @4.40wkg,01:12:52.819
GC,GC-CAP,-M,Sammy Knockaert,FRR - Spectre,2,312w @3.70wkg,01:12:52.849
GC,GC-CAP,-M,Michel Pinto machado,FRR - Spectre,2,336w @4.20wkg,01:12:52.929
GC,GC-CAP,-M,Arne,COALITION - Beta,2,304w @3.90wkg,01:12:53.102
GC,GC-CAP,-M,e Harris,TFC - TFC Harriers,2,345w @3.70wkg,01:12:55.193
GC,GC-CAP,-M,Martin Goikoetxea Conde,TT1 - TT1 - LETOUR,2,284w @3.70wkg,01:12:55.206
GC,GC-CAP,-M,Charles Asselin,OPT - Velo Optimum,2,322w @4.00wkg,01:12:55.243
GC,GC-CAP,-M,Kalle Kadens,FRR - Spectre,2,270w @4.40wkg,01:12:55.461
GC,GC-CAP,-M,Cedric RICHARD,HEX - HEX - LETOUR,2,291w @3.90wkg,01:12:55.715
GC,GC-CAP,-M,CLAMOTE,FRR - Spectre,2,323w @4.10wkg,01:12:55.939
GC,GC-CAP,-M,Patrick Orrick,OMG - OMG avec WEZ,2,269w @3.80wkg,01:12:56.294
GC,GC-CAP,-M,J. Carton CLS. CAP,TEAMCLS - Vitesse verte,2,270w @4.30wkg,01:12:56.352
GC,GC-CAP,-M,Gonzague PETIT,FFZ - FFZ Spartiate,2,302w @4.00wkg,01:12:56.882
GC,GC-CAP,-M,Arend Cocquyt,BAKPDL - BP1,2,283w @3.80wkg,01:12:56.902
GC,GC-CAP,-M,Duncan Johnson,OTR - Octopi,2,314w @3.60wkg,01:12:57.062
GC,GC-CAP,-M,Michael Gamst,BL13 - BL13 - LETOUR,2,263w @3.70wkg,01:12:57.309
GC,GC-CAP,-M,Henry Uys,ZSUNR - ZSUNR - LETOUR,2,308w @3.70wkg,01:12:57.979
GC,GC-CAP,-M,Charles-Olivier Laporte,OPT - Velo Optimum,2,295w @4.00wkg,01:12:58.438
GC,GC-CAP,-M,Nate Silva,COALITION - Beta,2,345w @3.60wkg,01:12:58.450
GC,GC-CAP,-M,Karl Norris,ABR - ABR Bloobo webdesign,2,287w @3.90wkg,01:12:58.905
GC,GC-CAP,-M,Sebastien DUCASSE,FFZ - FFZ Spartiate,2,303w @4.50wkg,01:12:59.053
GC,GC-CAP,-M,Yoann Deldossi,HEX - HEX - LETOUR,2,322w @4.40wkg,01:12:59.315
GC,GC-CAP,-M,Matthew spooner,BL13 - BL13 - LETOUR,2,300w @4.10wkg,01:12:59.319
GC,GC-CAP,-M,Unknow Fellow,FRR - Spectre,2,275w @3.80wkg,01:13:01.549
GC,GC-CAP,-M,Paul Kearney,TEAMCLS - Vitesse verte,2,332w @3.90wkg,01:13:04.539
GC,GC-CAP,-M,Bastin Maxime,FFZ - FFZ Spartiate,2,256w @4.00wkg,01:13:11.257
GC,GC-CAP,-M,Paoloni,FFZ - FFZ Spartiate,2,261w @3.90wkg,01:13:13.578
GC,GC-CAP,-M,Nicolas Boucher,OPT - Velo Optimum,2,280w @3.70wkg,01:13:22.736
GC,GC-CAP,-M,JP Durand,5W4T - 5W4T,2,324w @3.60wkg,01:13:46.161
GC,GC-CAP,-M,Philipp Diethelm,RELENTLESS - Taipan,2,311w @4.10wkg,01:14:03.960
GC,GC-CAP,-M,Ritter Moritz,SWM - SWM - LETOUR,2,318w @3.80wkg,01:14:49.645
GC,GC-CAP,-M,David Henderson,OMG - OMG avec WEZ,2,304w @4.10wkg,01:14:51.395
GC,GC-CAP,-M,Andrew Dinsmore,TFC - TFC Harriers,2,290w @3.90wkg,01:14:53.275
GC,GC-CAP,-M,James Bowtell,CRCAF - CRCAF - LETOUR,2,333w @3.90wkg,01:14:54.687
GC,GC-CAP,-M,Richard Watson,ABR - ABR Bloobo webdesign,2,340w @4.20wkg,01:14:55.968
GC,GC-CAP,-M,Alex Banville,COALITION - Beta,2,293w @4.00wkg,01:14:57.189
GC,GC-CAP,-M,Luke Marshall,COALITION - Le Tour,2,298w @3.80wkg,01:14:59.791
GC,GC-CAP,-M,Adam Otstot,RELENTLESS - Taipan,2,328w @4.20wkg,01:15:22.314
GC,GC-CAP,-M,Thomas Wagner,FRR - Spectre,2,333w @5.10wkg,01:15:48.579
GC,GC-CAP,-M,Joris Voorn,ZSUNR - ZSUNR - LETOUR,2,282w @4.00wkg,01:16:51.066
GC,GC-CAP,-M,Jacek Karluk,Race3R - ACDC,2,378w @3.80wkg,01:16:57.977
GC,GC-CAP,-M,Adil Tabalong,ZIRT - ZIRT Uno,2,271w @4.10wkg,01:16:58.659
GC,GC-CAP,-M,Steve Shipman,Race3R - ACDC,2,345w @3.70wkg,01:17:06.830
GC,GC-CAP,-M,Anthony Hepworth,OPT - Velo Optimum,2,312w @3.60wkg,01:17:14.738
GC,GC-CAP,-M,H. Çelebi,FRR - Spectre,2,287w @4.10wkg,01:17:20.395
GC,GC-CAP,-M,Andrew Perkins,LVLESPORT - LEVEL Men,2,270w @3.90wkg,01:17:26.554
GC,GC-CAP,-M,Alex Watts,TT1 - TT1 - LETOUR,2,286w @3.40wkg,01:17:27.100
GC,GC-CAP,-M,Daniel Pinto,OMG - OMG avec WEZ,2,284w @3.50wkg,01:17:27.934
GC,GC-CAP,-M,Felix Gauthier,OPT - Velo Optimum,2,323w @4.10wkg,01:17:28.785
GC,GC-CAP,-M,thomas evans,TEAMCLS - Vitesse verte,2,260w @3.50wkg,01:17:28.905
GC,GC-CAP,-M,Bart Van der Linden,OMG - OMG avec WEZ,2,259w @3.50wkg,01:17:58.845
GC,GC-CAP,-M,Hannes Hamberger,VEGAN - VEGAN - LETOUR,2,269w @3.90wkg,01:18:07.755
GC,GC-CAP,-M,Schwaiger Christian,SWM - SWM - LETOUR,2,294w @3.50wkg,01:18:07.849
GC,GC-CAP,-M,Peter McMullan,BURRITO - BURRITO - LETOUR,2,307w @3.30wkg,01:18:17.135
GC,GC-CAP,-M,Anders Broberg,eSRT - eSRT - LETOUR,2,329w @3.90wkg,01:18:29.912
GC,GC-CAP,-M,Siegfried Pfeifer,SWM - SWM - LETOUR,2,275w @3.40wkg,01:18:40.038
GC,GC-CAP,-M,Aaron Girdlestone,EVOLUTION - Warriors,2,320w @3.80wkg,01:18:51.372
GC,GC-CAP,-M,Samuel Le Dortz,BL13 - BL13 - LETOUR,2,248w @3.20wkg,01:18:55.108
GC,GC-CAP,-M,Michel Rivard,5W4T - 5W4T,2,280w @3.60wkg,01:19:03.597
GC,GC-CAP,-M,Zack Muetterties,BL13 - BL13 - LETOUR,2,271w @3.00wkg,01:19:12.524
GC,GC-CAP,-M,Michael Greiner,OMG - OMG avec WEZ,2,333w @3.40wkg,01:19:13.929
GC,GC-CAP,-M,Francis Cayouette,5W4T - 5W4T,2,341w @3.60wkg,01:19:14.104
GC,GC-CAP,-M,Hugues Joannis,5W4T - 5W4T,2,296w @3.40wkg,01:19:15.446
GC,GC-CAP,-M,Peter Mogg,OMG - OMG avec WEZ,2,251w @3.60wkg,01:19:18.322
GC,GC-CAP,-M,Gerome Romey,HEX - HEX - LETOUR,2,279w @3.90wkg,01:19:38.905
GC,GC-CAP,-M,James E Furman,OTR - Snowflakes,2,325w @4.10wkg,01:19:43.138
GC,GC-CAP,-M,Josh Harris,TBW - Watopia Tour,2,273w @3.30wkg,01:19:54.951
GC,GC-CAP,-M,Walter Simon,SWM - SWM - LETOUR,2,271w @3.40wkg,01:20:00.078
GC,GC-CAP,-M,Alex Rockwell,Race3R - ACDC,2,278w @3.60wkg,01:20:10.328
GC,GC-CAP,-M,Mark Redfern,EVOLUTION - Le Tour,2,291w @3.20wkg,01:20:12.122
GC,GC-CAP,-M,Andrew Nicholl,DIRT - DIRT - LETOUR,2,270w @3.40wkg,01:22:34.957
GC,GC-CAP,-M,Rusty Davis,FRR - Spectre,2,239w @3.40wkg,01:24:11.954
GC,GC-CAP,-M,Kelsey smith,RELENTLESS - Taipan,2,301w @2.90wkg,01:27:17.875
GC,GC-CAP,-M,Jon Werme,eSRT - eSRT - LETOUR,2,236w @3.00wkg,01:27:21.501
GC,GC-CAP,-M,Jude LaRene,OMG - OMG avec WEZ,2,268w @3.30wkg,01:27:48.730
GC,GC-CAP,-M,Chris Dawson,WLECOL - WLECOL - LETOUR,3,374w @4.50wkg,01:09:59.670
GC,GC-CAP,-M,Sebastien DUCASSE,FFZ - FFZ Spartiate,3,339w @5.00wkg,01:10:01.000
GC,GC-CAP,-M,Arne,COALITION - Beta,3,349w @4.70wkg,01:10:03.466
GC,GC-CAP,-M,Paul Hamblett,BURRITO - BURRITO - LETOUR,3,343w @4.50wkg,01:10:33.693
GC,GC-CAP,-M,Michel Pinto machado,FRR - Spectre,3,378w @4.90wkg,01:10:51.500
GC,GC-CAP,-M,mickael plantureux,HEX - HEX - LETOUR,3,284w @4.40wkg,01:11:32.245
GC,GC-CAP,-M,Pierre Courtoy,CRYO-GEN - Lancelot,3,324w @4.80wkg,01:11:34.936
GC,GC-CAP,-M,Maciek m,ZTPL - ZTPL - LETOUR,3,365w @4.20wkg,01:11:48.353
GC,GC-CAP,-M,Adrien,FFZ - FFZ Spartiate,3,280w @4.40wkg,01:11:49.604
GC,GC-CAP,-M,Petar Dashev [CAP],FRR - Spectre,3,312w @4.60wkg,01:11:49.944
GC,GC-CAP,-M,Rinus Verhelle,RELENTLESS - Taipan,3,299w @4.30wkg,01:11:50.330
GC,GC-CAP,-M,Brian Bishop,OTR - Crazy8s,3,342w @4.20wkg,01:12:01.998
GC,GC-CAP,-M,Diogo Calçada,FRR - Spectre,3,328w @4.30wkg,01:12:02.024
GC,GC-CAP,-M,Alex Lemp,TALENTF - TALENTF - LETOUR,3,375w @4.10wkg,01:12:02.030
GC,GC-CAP,-M,Mathias Kemnitz,FRR - Spectre,3,328w @4.10wkg,01:12:02.052
GC,GC-CAP,-M,Ben Russell,WLECOL - WLECOL - LETOUR,3,305w @4.40wkg,01:12:02.069
GC,GC-CAP,-M,Travis Gatesman,RELENTLESS - Taipan,3,397w @4.10wkg,01:12:02.080
GC,GC-CAP,-M,Adam Otstot,RELENTLESS - Taipan,3,320w @4.00wkg,01:12:02.201
GC,GC-CAP,-M,Stefan Kirchmair,KIRCHMAIR - KIRCHMAIR - LETOUR,3,324w @4.50wkg,01:12:02.210
GC,GC-CAP,-M,Adam Vogt,OTR - Snowflakes,3,361w @5.30wkg,01:12:02.270
