X1,X2,X3,X4,X5,X6,X7,X8,X9
ST-1,46,PCH - PCH - LETOUR,Andreas Weilemann,BON,0-0-66-0,66,,
ST-1,46,PCH - PCH - LETOUR,David Browne,GHT,0-0-54-0,54,,
ST-1,46,PCH - PCH - LETOUR,Akihiro Shinki,HAB,0-0-50-0,50,,
ST-1,46,PCH - PCH - LETOUR,Micky Konsta,BON,0-0-40-0,40,,
ST-1,47,ZIRT - ZIRT Uno,Adil Tabalong,CAP,0-0-100-0,100,443,24
ST-1,47,ZIRT - ZIRT Uno,Rizcha DA,JLP,0-0-78-0,78,,
ST-1,47,ZIRT - ZIRT Uno,Joker Aldo Sena [ZIRT],CRP,0-0-70-0,70,,
ST-1,47,ZIRT - ZIRT Uno,Andrew Harry,GHT,0-0-56-0,56,,
ST-1,47,ZIRT - ZIRT Uno,Arie Pandubowo,CAY,0-0-54-0,54,,
ST-1,47,ZIRT - ZIRT Uno,Irwan Budiman,HAB,0-0-45-0,45,,
ST-1,47,ZIRT - ZIRT Uno,Lucky S,HAB,0-0-40-0,40,,
ST-1,47,ZIRT - ZIRT Uno,Samuel Wirawibawa,GHT,0-0-35-0,35,,
ST-1,48,VELOS - VELOSiraptors,Alan Bates,HAB,0-0-92-0,92,436,24
ST-1,48,VELOS - VELOSiraptors,David,CRP,0-0-86-0,86,,
ST-1,48,VELOS - VELOSiraptors,Maario Silm,CAP,0-0-84-0,84,,
ST-1,48,VELOS - VELOSiraptors,Anthony Wooldridge,BON,0-0-64-0,64,,
ST-1,48,VELOS - VELOSiraptors,Jos Medema,CRP,0-0-60-0,60,,
ST-1,48,VELOS - VELOSiraptors,Adrian ray,BON,0-0-50-0,50,,
ST-1,49,USMES - Tour,g isenbarg,HAB,0-0-84-0,84,423,24
ST-1,49,USMES - Tour,Shane Lee,HAB,0-0-72-0,72,,
ST-1,49,USMES - Tour,Davis Frease,CRP,0-0-66-0,66,,
ST-1,49,USMES - Tour,Jason Drummond,CRP,0-0-62-0,62,,
ST-1,49,USMES - Tour,Wendell,GHT,0-0-54-0,54,,
ST-1,49,USMES - Tour,Kevin Davis,GHT,0-0-50-0,50,,
ST-1,49,USMES - Tour,Jonathan Flavin,HAB,0-0-35-0,35,,
ST-1,50,EVOLUTION - Warriors,Greg Morgan,CAP,0-0-82-0,82,421,24
ST-1,50,EVOLUTION - Warriors,Thomas Davison,CAP,0-0-78-0,78,,
ST-1,50,EVOLUTION - Warriors,Tobias van Toledo,CAP,0-0-75-0,75,,
ST-1,50,EVOLUTION - Warriors,Kjell Gunnar Gjerdal,CAP,0-0-68-0,68,,
ST-1,50,EVOLUTION - Warriors,Paul Hollings,CRP,0-0-68-0,68,,
ST-1,50,EVOLUTION - Warriors,David Cheam,CAP,0-0-50-0,50,,
ST-1,51,WELLW - WELLW - LETOUR,Kevin jones [ BON],HAB,0-0-76-0,76,401,22
ST-1,51,WELLW - WELLW - LETOUR,Huw Thomas,BON,0-0-72-0,72,,
ST-1,51,WELLW - WELLW - LETOUR,Henrik Hansen,BON,0-0-68-0,68,,
ST-1,51,WELLW - WELLW - LETOUR,Andy Winterbottom,HAB,0-0-50-0,50,,
ST-1,51,WELLW - WELLW - LETOUR,Mike Nelder,BON,0-0-50-0,50,,
ST-1,51,WELLW - WELLW - LETOUR,James Esbester,GHT,0-0-45-0,45,,
ST-1,51,WELLW - WELLW - LETOUR,Paul Broom,HAB,0-0-40-0,40,,
ST-1,51,WELLW - WELLW - LETOUR,Paul Graham,GHT,0-0-35-0,35,,
ST-1,51,WELLW - WELLW - LETOUR,Larry Tait [BON],BON,0-0-30-0,30,,
ST-1,51,WELLW - WELLW - LETOUR,Paul Harrison,BON,0-0-30-0,30,,
ST-1,52,ATWT - ATWT - LETOUR,Martin Ward,GHT,0-0-68-0,68,400,22
ST-1,52,ATWT - ATWT - LETOUR,Caroline Bailes (ATRT),CAY,0-0-64-0,64,,
ST-1,52,ATWT - ATWT - LETOUR,Stevie Cobb,GHT,0-0-64-0,64,,
ST-1,52,ATWT - ATWT - LETOUR,Charlotte Chapman,CAY,0-0-60-0,60,,
ST-1,52,ATWT - ATWT - LETOUR,Pat M (BON],BON,0-0-54-0,54,,
ST-1,52,ATWT - ATWT - LETOUR,Tom Durham,GHT,0-0-50-0,50,,
ST-1,52,ATWT - ATWT - LETOUR,Mike Jubb,HAB,0-0-40-0,40,,
ST-1,52,ATWT - ATWT - LETOUR,Antonia Jubb,GHT,0-0-35-0,35,,
ST-1,52,ATWT - ATWT - LETOUR,Stephen Burrell,HAB,0-0-30-0,30,,
ST-1,53,BPCC - BPCC - LETOUR,Sam Mack,HAB,0-0-86-0,86,399,22
ST-1,53,BPCC - BPCC - LETOUR,Blake Chalson,CAY,0-0-82-0,82,,
ST-1,53,BPCC - BPCC - LETOUR,Ryan Howard,HAB,0-0-60-0,60,,
ST-1,53,BPCC - BPCC - LETOUR,Mike Platt,BON,0-0-56-0,56,,
ST-1,53,BPCC - BPCC - LETOUR,Colin Cunningham,HAB,0-0-50-0,50,,
ST-1,53,BPCC - BPCC - LETOUR,Roy Imahara,HAB,0-0-35-0,35,,
ST-1,53,BPCC - BPCC - LETOUR,John Rodriguez,BON,0-0-30-0,30,,
ST-1,54,VEGAN - VEGAN - LETOUR,Frank Doyle,BON,0-0-96-0,96,390,22
ST-1,54,VEGAN - VEGAN - LETOUR,Sören Schumacher,GHT,0-0-90-0,90,,
ST-1,54,VEGAN - VEGAN - LETOUR,Bram van Montfort,HAB,0-0-78-0,78,,
ST-1,54,VEGAN - VEGAN - LETOUR,Domenico Spano,HAB,0-0-64-0,64,,
ST-1,54,VEGAN - VEGAN - LETOUR,Hannes Hamberger,CAP,0-0-62-0,62,,
ST-1,55,AMANI - AMANI - LETOUR,Joe Bradshaw,BON,0-0-94-0,94,374,22
ST-1,55,AMANI - AMANI - LETOUR,Alexander Vellekoop,CRP,0-0-64-0,64,,
ST-1,55,AMANI - AMANI - LETOUR,Dorien Geertsema,BON,0-0-62-0,62,,
ST-1,55,AMANI - AMANI - LETOUR,René Meijer,GHT,0-0-62-0,62,,
ST-1,55,AMANI - AMANI - LETOUR,Sean van der Plas,GHT,0-0-62-0,62,,
ST-1,55,AMANI - AMANI - LETOUR,Mitch Lane,HAB,0-0-30-0,30,,
ST-1,56,SOCKS4W - Le Tour,Laurence Dunford,CAY,0-0-86-0,86,360,22
ST-1,56,SOCKS4W - Le Tour,Julia Hargreaves,CAY,0-0-80-0,80,,
ST-1,56,SOCKS4W - Le Tour,Michael Gallucci,PEP,0-0-76-0,76,,
ST-1,56,SOCKS4W - Le Tour,Anne Nevin,GHT,0-0-60-0,60,,
ST-1,56,SOCKS4W - Le Tour,Cat Haines,GHT,0-0-58-0,58,,
ST-1,57,ZIRT - ZIRT Duo,Hengky Irawan,CAY,0-0-72-0,72,346,22
ST-1,57,ZIRT - ZIRT Duo,Andi Hakim,CAY,0-0-58-0,58,,
ST-1,57,ZIRT - ZIRT Duo,Jo Teddy,CAY,0-0-56-0,56,,
ST-1,57,ZIRT - ZIRT Duo,arif rizki zesfi [ZIRT],HAB,0-0-50-0,50,,
ST-1,57,ZIRT - ZIRT Duo,Herry Irpanni,CAY,0-0-45-0,45,,
ST-1,57,ZIRT - ZIRT Duo,Michael Beny Junior,BON,0-0-35-0,35,,
ST-1,57,ZIRT - ZIRT Duo,ivonne,BON,0-0-30-0,30,,
ST-1,57,ZIRT - ZIRT Duo,Langgo Farid,HAB,0-0-30-0,30,,
ST-1,58,COALITION - Beta,Arne,CAP,0-0-86-0,86,332,22
ST-1,58,COALITION - Beta,Amanda,GHT,0-0-70-0,70,,
ST-1,58,COALITION - Beta,Emma Dixon,HAB,0-0-62-0,62,,
ST-1,58,COALITION - Beta,Nate Silva,CAP,0-0-60-0,60,,
ST-1,58,COALITION - Beta,Alex Banville,CAP,0-0-54-0,54,,
ST-1,59,BURRITO - BURRITO - LETOUR,James Skulczuk,CAP,0-0-88-0,88,274,22
ST-1,59,BURRITO - BURRITO - LETOUR,Dom clarke,CAP,0-0-70-0,70,,
ST-1,59,BURRITO - BURRITO - LETOUR,Peter McMullan,CAP,0-0-58-0,58,,
ST-1,59,BURRITO - BURRITO - LETOUR,Mike Box,HAB,0-0-58-0,58,,
ST-1,60,HEX - HEX - LETOUR,Cedric RICHARD,CAP,0-0-70-0,70,236,22
ST-1,60,HEX - HEX - LETOUR,Yoann Deldossi,CAP,0-0-66-0,66,,
ST-1,60,HEX - HEX - LETOUR,RIJAN Emmanuel,HAB,0-0-50-0,50,,
ST-1,60,HEX - HEX - LETOUR,Gerome Romey,CAP,0-0-50-0,50,,
ST-1,61,HERD - HERD - LETOUR,Anders Kvale,BON,0-0-92-0,92,218,20
ST-1,61,HERD - HERD - LETOUR,Scott House,PEP,0-0-76-0,76,,
ST-1,61,HERD - HERD - LETOUR,Chris H,GHT,0-0-50-0,50,,
ST-1,62,CCC - CCC - LETOUR,Steven Robinson,CAY,0-0-76-0,76,196,20
ST-1,62,CCC - CCC - LETOUR,Peter Salt,GHT,0-0-50-0,50,,
ST-1,62,CCC - CCC - LETOUR,Alex Eames,HAB,0-0-45-0,45,,
ST-1,62,CCC - CCC - LETOUR,Philip Plummer,BON,0-0-25-0,25,,
ST-1,63,HISP - HISP - LETOUR,Chus Martin,PEP,0-0-70-0,70,100,20
ST-1,63,HISP - HISP - LETOUR,Sergio Cuesta,HAB,0-0-30-0,30,,
ST-2,1,DRAFTDINO - Dinos,B B,PEP,46-100-100-0,246,1496,50
ST-2,1,DRAFTDINO - Dinos,Aliseeyah,BON,46-71-100-0,217,,
ST-2,1,DRAFTDINO - Dinos,Susanne Battegay,PEP,39-86-91-0,216,,
ST-2,1,DRAFTDINO - Dinos,Lisa McDermott,PEP,50-71-88-0,209,,
ST-2,1,DRAFTDINO - Dinos,Maggie Carden,BON,31-91-82-0,204,,
ST-2,1,DRAFTDINO - Dinos,David Roberts,PEP,41-77-86-0,204,,
ST-2,1,DRAFTDINO - Dinos,Laura Sayers,CAY,38-74-88-0,200,,
ST-2,1,DRAFTDINO - Dinos,Neil Glezer-Jones,CAY,29-69-95-0,193,,
ST-2,1,DRAFTDINO - Dinos,Moe Cascanette,JLP,37-70-80-0,187,,
ST-2,1,DRAFTDINO - Dinos,Jack Son,JLP,33-64-86-0,183,,
ST-2,1,DRAFTDINO - Dinos,Shaun Chinapen,PEP,33-66-84-0,183,,
ST-2,1,DRAFTDINO - Dinos,Christoph Bosshard,CAY,33-64-86-0,183,,
ST-2,1,DRAFTDINO - Dinos,Sinead Goss,PEP,33-64-82-0,179,,
ST-2,1,DRAFTDINO - Dinos,Clare Atkinson,PEP,31-72-76-0,179,,
ST-2,1,DRAFTDINO - Dinos,Nikki Faulkner,JLP,31-66-80-0,177,,
ST-2,1,DRAFTDINO - Dinos,Nicola Morris,PEP,33-64-78-0,175,,
ST-2,1,DRAFTDINO - Dinos,Annik Belanger,CAY,31-66-76-0,173,,
ST-2,1,DRAFTDINO - Dinos,Lyna [Dinos-JLP],JLP,33-62-78-0,173,,
ST-2,1,DRAFTDINO - Dinos,Annamarie Miles,PEP,31-62-80-0,173,,
ST-2,1,DRAFTDINO - Dinos,Julz Anderson,PEP,35-62-75-0,172,,
ST-2,1,DRAFTDINO - Dinos,Kevin Mothersole,PEP,33-62-76-0,171,,
ST-2,1,DRAFTDINO - Dinos,Steve Bowden,JLP,33-62-76-0,171,,
ST-2,1,DRAFTDINO - Dinos,Kat Cat,PEP,31-60-78-0,169,,
ST-2,1,DRAFTDINO - Dinos,Erin Williams,PEP,33-62-72-0,167,,
ST-2,1,DRAFTDINO - Dinos,Cathy Collins,BON,33-66-68-0,167,,
ST-2,1,DRAFTDINO - Dinos,Molly Schicantek,PEP,29-62-72-0,163,,
ST-2,1,DRAFTDINO - Dinos,John Atkinson,BON,29-44-82-0,155,,
ST-2,1,DRAFTDINO - Dinos,Pam Thomas,CAY,29-62-64-0,155,,
ST-2,1,DRAFTDINO - Dinos,Dave Rossow,BON,33-39-78-0,150,,
ST-2,1,DRAFTDINO - Dinos,Netta Vogt,BON,31-50-58-0,139,,
ST-2,1,DRAFTDINO - Dinos,Marci Cascanette,BON,25-58-50-0,133,,
ST-2,1,DRAFTDINO - Dinos,Robert Griffin,GHT,25-26-82-0,133,,
ST-2,1,DRAFTDINO - Dinos,Dan Tice,CAY,22-53-56-0,131,,
ST-2,1,DRAFTDINO - Dinos,Garry Cooper,BON,13-35-56-0,104,,
ST-2,1,DRAFTDINO - Dinos,Joe Woodson,GHT,16-20-64-0,100,,
ST-2,1,DRAFTDINO - Dinos,FloWRiN [Dinos-BON],BON,16-47-35-0,98,,
ST-2,1,DRAFTDINO - Dinos,Stein Arvid,BON,16-14-30-0,60,,
ST-2,2,SZ - SZ LOKE,Åsa Fast-Berglund,GHT,46-92-98-0,236,1487,48
ST-2,2,SZ - SZ LOKE,Cornelia Engström,GHT,50-83-100-0,233,,
ST-2,2,SZ - SZ LOKE,Jesper Johansson,HAB,41-79-96-0,216,,
ST-2,2,SZ - SZ LOKE,Anneli KylÃ©n,JLP,43-73-92-0,208,,
ST-2,2,SZ - SZ LOKE,Johan Bäckström,CAY,39-66-100-0,205,,
ST-2,2,SZ - SZ LOKE,Justus Ade,CRP,35-66-97-0,198,,
ST-2,2,SZ - SZ LOKE,Robert Egelnor,GHT,33-70-88-0,191,,
ST-2,2,SZ - SZ LOKE,Calle Olsen,GHT,29-62-84-0,175,,
ST-2,2,SZ - SZ LOKE,Fredrik Ringström,GHT,22-54-93-0,169,,
ST-2,2,SZ - SZ LOKE,Mikael Myrsell,BON,40-38-88-0,166,,
ST-2,2,SZ - SZ LOKE,Johan Andersson,BON,19-79-68-0,166,,
ST-2,2,SZ - SZ LOKE,Henrik Tullborg,HAB,25-57-76-0,158,,
ST-2,2,SZ - SZ LOKE,Sanna Friborg,CAY,29-64-64-0,157,,
ST-2,2,SZ - SZ LOKE,Sven-Bertil Forsberg,GHT,31-35-86-0,152,,
ST-2,2,SZ - SZ LOKE,Peter Ferngren,BON,19-64-60-0,143,,
ST-2,2,SZ - SZ LOKE,Johan Löwenhamn,GHT,31-50-60-0,141,,
ST-2,2,SZ - SZ LOKE,stefan bodin,BON,19-58-64-0,141,,
ST-2,2,SZ - SZ LOKE,Leif Larsson,BON,25-38-72-0,135,,
ST-2,2,SZ - SZ LOKE,Ulf Bergling,GHT,29-20-82-0,131,,
ST-2,2,SZ - SZ LOKE,Fredrik Nygren,GHT,16-41-70-0,127,,
ST-2,2,SZ - SZ LOKE,Daniel BjÃ¶rkman,HAB,19-35-60-0,114,,
ST-2,2,SZ - SZ LOKE,Magnus Andersson,GHT,10-26-76-0,112,,
ST-2,2,SZ - SZ LOKE,Felipe (Luppe) Sanhueza,HAB,13-25-56-0,94,,
ST-2,2,SZ - SZ LOKE,HÃ¥kan Ohlsson,HAB,6-28-50-0,84,,
ST-2,2,SZ - SZ LOKE,Gustaf Lindqvist,HAB,6-23-50-0,79,,
ST-2,2,SZ - SZ LOKE,Anders PetersÃ©n,GHT,6-23-40-0,69,,
ST-2,3,OPT - Velo Optimum,Mickael Vachon,JLP,35-100-88-0,223,1446,47
ST-2,3,OPT - Velo Optimum,David Gagnon,CAY,50-72-91-0,213,,
ST-2,3,OPT - Velo Optimum,Ann-Sophie Therrien,GHT,41-84-84-0,209,,
ST-2,3,OPT - Velo Optimum,Jo Laniel,PEP,39-72-95-0,206,,
ST-2,3,OPT - Velo Optimum,Eric Surprenant,JLP,43-68-93-0,204,,
ST-2,3,OPT - Velo Optimum,Nicolas Rafael,GHT,39-62-96-0,197,,
ST-2,3,OPT - Velo Optimum,Emilie Marsolais,HAB,41-75-78-0,194,,
ST-2,3,OPT - Velo Optimum,Anne Vincent,CAY,29-71-94-0,194,,
ST-2,3,OPT - Velo Optimum,Peter Mignacca,JLP,33-74-86-0,193,,
ST-2,3,OPT - Velo Optimum,Guillaume Borduas,BON,31-66-86-0,183,,
ST-2,3,OPT - Velo Optimum,Cedrick Graham,CRP,31-69-82-0,182,,
ST-2,3,OPT - Velo Optimum,Nicolas Foisy,CAY,33-70-78-0,181,,
ST-2,3,OPT - Velo Optimum,Carl Frechette,CRP,33-64-84-0,181,,
ST-2,3,OPT - Velo Optimum,guy junior beauvais,HAB,46-52-82-0,180,,
ST-2,3,OPT - Velo Optimum,Catherine St-Pierre,JLP,33-64-80-0,177,,
ST-2,3,OPT - Velo Optimum,Jonathan Doyon,CAY,31-70-76-0,177,,
ST-2,3,OPT - Velo Optimum,Jean-Christophe Simard,GHT,35-51-88-0,174,,
ST-2,3,OPT - Velo Optimum,Francis McKinnon,CRP,29-62-82-0,173,,
ST-2,3,OPT - Velo Optimum,Maxime Turcotte,GHT,29-74-58-0,161,,
ST-2,3,OPT - Velo Optimum,Sylvain Lafrance,CRP,29-48-80-0,157,,
ST-2,3,OPT - Velo Optimum,Charles Asselin,CAP,31-50-75-0,156,,
ST-2,3,OPT - Velo Optimum,Charles-Olivier Laporte,CAP,29-56-70-0,155,,
ST-2,3,OPT - Velo Optimum,Stephanie Lavigueur,HAB,33-75-45-0,153,,
ST-2,3,OPT - Velo Optimum,Michèle Jean,GHT,33-72-45-0,150,,
ST-2,3,OPT - Velo Optimum,Guillaume Lamy,CRP,16-62-64-0,142,,
ST-2,3,OPT - Velo Optimum,Jonathan Cloutier,BON,33-44-62-0,139,,
ST-2,3,OPT - Velo Optimum,Alexandre Doyon,CRP,19-47-72-0,138,,
ST-2,3,OPT - Velo Optimum,Nicolas Boucher,CAP,16-50-66-0,132,,
ST-2,3,OPT - Velo Optimum,Raphael Caron Asselin,CRP,22-32-66-0,120,,
ST-2,3,OPT - Velo Optimum,Mathieu Alarie,HAB,7-54-56-0,117,,
ST-2,3,OPT - Velo Optimum,Anthony Hepworth,CAP,13-44-60-0,117,,
ST-2,3,OPT - Velo Optimum,Thomas Muraton,GHT,16-35-56-0,107,,
ST-2,3,OPT - Velo Optimum,Felix Gauthier,CAP,16-32-58-0,106,,
ST-2,3,OPT - Velo Optimum,Philippe Ponsot,GHT,10-26-50-0,86,,
ST-2,3,OPT - Velo Optimum,Marc-Etienne Gagnon,BON,10-32-25-0,67,,
ST-2,4,TFC - TFC Harriers,Michiel Kersten,PEP,50-92-97-0,239,1444,46
ST-2,4,TFC - TFC Harriers,Dominic Harrison,PEP,43-76-98-0,217,,
ST-2,4,TFC - TFC Harriers,Danielle Gaynor,CAY,36-76-96-0,208,,
ST-2,4,TFC - TFC Harriers,David Hill,JLP,33-83-84-0,200,,
ST-2,4,TFC - TFC Harriers,Juliette Williams,JLP,33-76-86-0,195,,
ST-2,4,TFC - TFC Harriers,Jeff Edwards,CAY,25-89-80-0,194,,
ST-2,4,TFC - TFC Harriers,Eddie Jensen,BON,29-68-94-0,191,,
ST-2,4,TFC - TFC Harriers,Rhiannon Mulley,BON,33-78-76-0,187,,
ST-2,4,TFC - TFC Harriers,Julie Woods,JLP,33-66-84-0,183,,
ST-2,4,TFC - TFC Harriers,Miles Ushaw,PEP,33-66-82-0,181,,
ST-2,4,TFC - TFC Harriers,Caz Kay,CAY,40-62-78-0,180,,
ST-2,4,TFC - TFC Harriers,Sarah Thomas,BON,29-69-80-0,178,,
ST-2,4,TFC - TFC Harriers,Jon Meals,GHT,43-58-76-0,177,,
ST-2,4,TFC - TFC Harriers,Matt Sellors,JLP,33-66-78-0,177,,
ST-2,4,TFC - TFC Harriers,Ike Messmore,JLP,33-66-78-0,177,,
ST-2,4,TFC - TFC Harriers,Matt Cromwell,BON,33-58-86-0,177,,
ST-2,4,TFC - TFC Harriers,Kent Langridge,GHT,33-62-80-0,175,,
ST-2,4,TFC - TFC Harriers,Jo Lawrence,CAY,33-64-76-0,173,,
ST-2,4,TFC - TFC Harriers,kziere,JLP,31-64-75-0,170,,
ST-2,4,TFC - TFC Harriers,e Harris,CAP,31-60-76-0,167,,
ST-2,4,TFC - TFC Harriers,Greg Morrow,CAY,25-69-70-0,164,,
ST-2,4,TFC - TFC Harriers,Bob Jongeneel,HAB,31-53-72-0,156,,
ST-2,4,TFC - TFC Harriers,Jonathan Banks,BON,19-66-70-0,155,,
ST-2,4,TFC - TFC Harriers,Karen Taplin,BON,29-60-64-0,153,,
ST-2,4,TFC - TFC Harriers,Stewart White,GHT,29-38-84-0,151,,
ST-2,4,TFC - TFC Harriers,Sarah Champion,CAY,33-58-60-0,151,,
ST-2,4,TFC - TFC Harriers,Andrew Dinsmore,CAP,13-71-64-0,148,,
ST-2,4,TFC - TFC Harriers,Damon McKay,CAY,25-71-50-0,146,,
ST-2,4,TFC - TFC Harriers,Scott Pomeroy,GHT,19-53-68-0,140,,
ST-2,4,TFC - TFC Harriers,Brian Monaghan,BON,19-38-78-0,135,,
ST-2,4,TFC - TFC Harriers,Dean Hardie,HAB,19-48-64-0,131,,
ST-2,4,TFC - TFC Harriers,Zafar Siddiqui,HAB,19-57-54-0,130,,
ST-2,4,TFC - TFC Harriers,Lar Hayden,BON,10-66-45-0,121,,
ST-2,4,TFC - TFC Harriers,Shaun Yeoman,GHT,13-22-75-0,110,,
ST-2,4,TFC - TFC Harriers,Tovey Giezentanner,BON,13-26-56-0,95,,
ST-2,4,TFC - TFC Harriers,Mick Woods,HAB,6-17-40-0,63,,
ST-2,5,REVO - REVO,Zeina Loutfi,HAB,46-100-70-0,216,1423,45
ST-2,5,REVO - REVO,Liz Rice,PEP,40-86-88-0,214,,
ST-2,5,REVO - REVO,Clare giles,CAY,37-75-98-0,210,,
ST-2,5,REVO - REVO,Heather Moon,PEP,37-77-88-0,202,,
ST-2,5,REVO - REVO,Heather Downie,BON,41-66-88-0,195,,
ST-2,5,REVO - REVO,Shaz Bat,JLP,31-82-82-0,195,,
ST-2,5,REVO - REVO,Anna Rogers,HAB,36-79-76-0,191,,
ST-2,5,REVO - REVO,Alycia Staats,HAB,43-82-64-0,189,,
ST-2,5,REVO - REVO,Tara Follett,CAY,33-66-86-0,185,,
ST-2,5,REVO - REVO,Katie Isermann,JLP,31-73-78-0,182,,
ST-2,5,REVO - REVO,Jana Parsons,PEP,31-66-80-0,177,,
ST-2,5,REVO - REVO,Daniella Garcia,PEP,33-60-80-0,173,,
ST-2,5,REVO - REVO,Vivian Workman,PEP,31-62-75-0,168,,
ST-2,5,REVO - REVO,Bronwyn MacGregor,BON,43-54-70-0,167,,
ST-2,5,REVO - REVO,Sarah Watmore,CAY,29-64-68-0,161,,
ST-2,5,REVO - REVO,Steph waring,BON,29-50-45-0,124,,
ST-2,5,REVO - REVO,Hillie Van’t Klooster,BON,25-50-25-0,100,,
ST-2,6,EVOLUTION - Le Tour,Timea Cserhegyi,GHT,43-100-86-0,229,1413,44
ST-2,6,EVOLUTION - Le Tour,Andrew Mudge,BON,39-80-98-0,217,,
ST-2,6,EVOLUTION - Le Tour,John Smalley,CAY,41-82-82-0,205,,
ST-2,6,EVOLUTION - Le Tour,Eija Kestila,BON,33-86-84-0,203,,
ST-2,6,EVOLUTION - Le Tour,Dave Ronan,BON,41-71-88-0,200,,
ST-2,6,EVOLUTION - Le Tour,Angela Stevenson,PEP,33-66-82-0,181,,
ST-2,6,EVOLUTION - Le Tour,Hilary Readhead,PEP,33-69-76-0,178,,
ST-2,6,EVOLUTION - Le Tour,Nina hodgson,BON,35-62-72-0,169,,
ST-2,6,EVOLUTION - Le Tour,Pavel Morozov,CRP,25-60-75-0,160,,
ST-2,6,EVOLUTION - Le Tour,Andrew Maljaars,GHT,33-64-60-0,157,,
ST-2,6,EVOLUTION - Le Tour,Jeffrey Budden,BON,31-50-68-0,149,,
ST-2,6,EVOLUTION - Le Tour,Julia Brook,BON,31-60-58-0,149,,
ST-2,6,EVOLUTION - Le Tour,Ann-Charlotte Bivall,CAY,29-60-58-0,147,,
ST-2,6,EVOLUTION - Le Tour,Jackie Gilbert,BON,33-64-50-0,147,,
ST-2,6,EVOLUTION - Le Tour,Christopher Booth,HAB,16-44-82-0,142,,
ST-2,6,EVOLUTION - Le Tour,Unai Balenciaga,CRP,16-62-62-0,140,,
ST-2,6,EVOLUTION - Le Tour,Chris Jasinski,HAB,10-62-60-0,132,,
ST-2,6,EVOLUTION - Le Tour,Richard Jones,BON,25-60-45-0,130,,
ST-2,6,EVOLUTION - Le Tour,Andrew Smith,CAY,22-41-54-0,117,,
ST-2,6,EVOLUTION - Le Tour,Paul Scully,BON,31-32-54-0,117,,
ST-2,6,EVOLUTION - Le Tour,Jay O’Neil,BON,16-38-60-0,114,,
ST-2,6,EVOLUTION - Le Tour,Steve Ripley,HAB,19-28-60-0,107,,
ST-2,6,EVOLUTION - Le Tour,Gary Birch,HAB,19-36-50-0,105,,
ST-2,6,EVOLUTION - Le Tour,Dennis 7B,GHT,31-19-50-0,100,,
ST-2,6,EVOLUTION - Le Tour,Ossie Assem,GHT,19-17-64-0,100,,
ST-2,6,EVOLUTION - Le Tour,Mark Redfern,CAP,13-16-50-0,79,,
ST-2,7,ABR - ABR Bloobo webdesign,John O´Callaghan,HAB,43-79-95-0,217,1391,43
ST-2,7,ABR - ABR Bloobo webdesign,Andrew Webster,PEP,40-72-92-0,204,,
ST-2,7,ABR - ABR Bloobo webdesign,Leon O'Regan,CRP,33-74-93-0,200,,
ST-2,7,ABR - ABR Bloobo webdesign,Beata Listopad,PEP,31-85-82-0,198,,
ST-2,7,ABR - ABR Bloobo webdesign,Julio Jimenez,HAB,33-91-70-0,194,,
ST-2,7,ABR - ABR Bloobo webdesign,Nathan Melvin,CAY,31-61-97-0,189,,
ST-2,7,ABR - ABR Bloobo webdesign,Andy Fyles,PEP,33-70-86-0,189,,
ST-2,7,ABR - ABR Bloobo webdesign,Waldemar Szewczuk,JLP,33-79-76-0,188,,
ST-2,7,ABR - ABR Bloobo webdesign,Jared Benney (ABR),CAP,16-87-82-0,185,,
ST-2,7,ABR - ABR Bloobo webdesign,James Farren,HAB,33-68-84-0,185,,
ST-2,7,ABR - ABR Bloobo webdesign,Lillian Taylor,PEP,33-62-86-0,181,,
ST-2,7,ABR - ABR Bloobo webdesign,Fabian H.,HAB,33-79-68-0,180,,
ST-2,7,ABR - ABR Bloobo webdesign,Sarah Olimb,HAB,37-70-72-0,179,,
ST-2,7,ABR - ABR Bloobo webdesign,Craig Segal,CRP,31-63-82-0,176,,
ST-2,7,ABR - ABR Bloobo webdesign,Patricia Harrison,JLP,33-64-78-0,175,,
ST-2,7,ABR - ABR Bloobo webdesign,Paola Peroni,CAY,39-60-76-0,175,,
ST-2,7,ABR - ABR Bloobo webdesign,Laura Damrat,BON,31-64-76-0,171,,
ST-2,7,ABR - ABR Bloobo webdesign,Peter Sjostrom,HAB,29-47-88-0,164,,
ST-2,7,ABR - ABR Bloobo webdesign,Valerie Pa,HAB,35-70-58-0,163,,
ST-2,7,ABR - ABR Bloobo webdesign,Gary Joyce,CAY,33-62-66-0,161,,
ST-2,7,ABR - ABR Bloobo webdesign,Jens Bittner,BON,29-51-78-0,158,,
ST-2,7,ABR - ABR Bloobo webdesign,Nathan Joyce,HAB,29-45-82-0,156,,
ST-2,7,ABR - ABR Bloobo webdesign,Niels Delahoutre,CRP,22-55-78-0,155,,
ST-2,7,ABR - ABR Bloobo webdesign,Sarah Johnson,CAY,29-62-60-0,151,,
ST-2,7,ABR - ABR Bloobo webdesign,Tim Shields,CAP,22-38-86-0,146,,
ST-2,7,ABR - ABR Bloobo webdesign,Gilo Clayson,CAY,25-47-72-0,144,,
ST-2,7,ABR - ABR Bloobo webdesign,Karl Norris,CAP,29-44-70-0,143,,
ST-2,7,ABR - ABR Bloobo webdesign,Mark Fenton,CRP,22-47-72-0,141,,
ST-2,7,ABR - ABR Bloobo webdesign,Andy Baines,CAY,19-60-58-0,137,,
