X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
ST-2,SP-CAP,1,-M,FUEGO FORWARD,Jared Benney (ABR),ABR - ABR Bloobo webdesign,1134w @11.90wkg,30.012,50
ST-2,SP-CAP,2,-M,FUEGO FORWARD,Tobias van Toledo,EVOLUTION - Warriors,918w @10.60wkg,30.145,46
ST-2,SP-CAP,3,-M,FUEGO FORWARD,Kelsey smith,RELENTLESS - Taipan,960w @12.40wkg,30.4,43
ST-2,SP-CAP,4,-M,FUEGO FORWARD,Ritter Moritz,SWM - SWM - LETOUR,729w @10.10wkg,30.576,41
ST-2,SP-CAP,5,-M,FUEGO FORWARD,Stefan Kirchmair,KIRCHMAIR - KIRCHMAIR - LETOUR,727w @11.20wkg,30.65,40
ST-2,SP-CAP,6,-M,FUEGO FORWARD,James Skulczuk,BURRITO - BURRITO - LETOUR,817w @8.70wkg,30.798,39
ST-2,SP-CAP,7,-M,FUEGO FORWARD,Andrew Dinsmore,TFC - TFC Harriers,689w @10.50wkg,30.969,38
ST-2,SP-CAP,8,-M,FUEGO FORWARD,Brett boniface,OMG - OMG avec WEZ,721w @11.60wkg,31.031,37
ST-2,SP-CAP,9,-M,FUEGO FORWARD,Dom clarke,BURRITO - BURRITO - LETOUR,723w @9.50wkg,31.085,36
ST-2,SP-CAP,10,-M,FUEGO FORWARD,Alex Lemp,TALENTF - TALENTF - LETOUR,813w @9.80wkg,31.127,35
ST-2,SP-CAP,11,-M,FUEGO FORWARD,Peter Mogg,OMG - OMG avec WEZ,659w @10.80wkg,31.237,33
ST-2,SP-CAP,12,-M,FUEGO FORWARD,Gustav Lindqvist,FRR - Spectre,639w @11.10wkg,31.32,33
ST-2,SP-CAP,13,-M,FUEGO FORWARD,Hugues Joannis,5W4T - 5W4T,751w @10.70wkg,31.338,33
ST-2,SP-CAP,14,-M,FUEGO FORWARD,Aaron Girdlestone,EVOLUTION - Warriors,767w @10.20wkg,31.403,33
ST-2,SP-CAP,15,-M,FUEGO FORWARD,James Bowtell,CRCAF - CRCAF - LETOUR,813w @10.50wkg,31.435,33
ST-2,SP-CAP,16,-M,FUEGO FORWARD,Kjell Gunnar Gjerdal,EVOLUTION - Warriors,758w @9.40wkg,31.446,33
ST-2,SP-CAP,17,-M,FUEGO FORWARD,Michael Greiner,OMG - OMG avec WEZ,911w @10.60wkg,31.493,33
ST-2,SP-CAP,18,-M,FUEGO FORWARD,Joris Voorn,ZSUNR - ZSUNR - LETOUR,627w @9.90wkg,31.511,33
ST-2,SP-CAP,19,-M,FUEGO FORWARD,Teppo Laurio,WLECOL - WLECOL - LETOUR,688w @10.50wkg,31.596,33
ST-2,SP-CAP,20,-M,FUEGO FORWARD,Duncan Johnson,OTR - Octopi,747w @10.50wkg,31.645,33
ST-2,SP-CAP,21,-M,FUEGO FORWARD,Mark Talbot,COALITION - Le Tour,643w @8.80wkg,31.653,31
ST-2,SP-CAP,22,-M,FUEGO FORWARD,Michel Rivard,5W4T - 5W4T,696w @9.80wkg,31.656,31
ST-2,SP-CAP,23,-M,FUEGO FORWARD,Samuel Le Dortz,BL13 - BL13 - LETOUR,661w @10.00wkg,31.86,31
ST-2,SP-CAP,24,-M,FUEGO FORWARD,Schwaiger Christian,SWM - SWM - LETOUR,718w @10.30wkg,31.863,31
ST-2,SP-CAP,25,-M,FUEGO FORWARD,JP Durand,5W4T - 5W4T,721w @9.20wkg,31.919,31
ST-2,SP-CAP,26,-M,FUEGO FORWARD,Francis Cayouette,5W4T - 5W4T,848w @10.90wkg,31.997,31
ST-2,SP-CAP,27,-M,FUEGO FORWARD,Nico Peller,KIRCHMAIR - KIRCHMAIR - LETOUR,720w @10.70wkg,32.035,31
ST-2,SP-CAP,28,-M,FUEGO FORWARD,Daniel Mundell,BL13 - BL13 - LETOUR,565w @8.90wkg,32.351,31
ST-2,SP-CAP,29,-M,FUEGO FORWARD,Christian Grupp,TALENTF - TALENTF - LETOUR,753w @9.00wkg,32.465,31
ST-2,SP-CAP,30,-M,FUEGO FORWARD,Ben Soja,KIRCHMAIR - KIRCHMAIR - LETOUR,546w @9.00wkg,32.512,31
ST-2,SP-CAP,31,-M,FUEGO FORWARD,Patrick Schaefer,OTR - Snowflakes,542w @8.10wkg,32.595,29
ST-2,SP-CAP,32,-M,FUEGO FORWARD,Paul Kearney,TEAMCLS - Vitesse verte,629w @8.40wkg,32.805,29
ST-2,SP-CAP,33,-M,FUEGO FORWARD,e Harris,TFC - TFC Harriers,627w @7.80wkg,32.956,29
ST-2,SP-CAP,34,-M,FUEGO FORWARD,Thomas Davison,EVOLUTION - Warriors,561w @7.60wkg,32.965,29
ST-2,SP-CAP,35,-M,FUEGO FORWARD,Steve Shipman,Race3R - ACDC,756w @9.80wkg,32.995,29
ST-2,SP-CAP,36,-M,FUEGO FORWARD,a.lex,TALENTF - TALENTF - LETOUR,523w @7.30wkg,33.134,29
ST-2,SP-CAP,37,-M,FUEGO FORWARD,Diogo Calçada,FRR - Spectre,580w @8.50wkg,33.162,29
ST-2,SP-CAP,38,-M,FUEGO FORWARD,Mark de Bruijn,RELENTLESS - Taipan,533w @7.10wkg,33.197,29
ST-2,SP-CAP,39,-M,FUEGO FORWARD,David Henderson,OMG - OMG avec WEZ,652w @9.40wkg,33.228,29
ST-2,SP-CAP,40,-M,FUEGO FORWARD,Matthew spooner,BL13 - BL13 - LETOUR,535w @7.80wkg,33.231,29
ST-2,SP-CAP,41,-M,FUEGO FORWARD,Charles Asselin,OPT - Velo Optimum,620w @8.30wkg,33.304,25
ST-2,SP-CAP,42,-M,FUEGO FORWARD,Petar Dashev [CAP],FRR - Spectre,468w @7.30wkg,33.308,25
ST-2,SP-CAP,43,-M,FUEGO FORWARD,Jacek Karluk,Race3R - ACDC,895w @11.40wkg,33.319,25
ST-2,SP-CAP,44,-M,FUEGO FORWARD,Paoloni,FFZ - FFZ Spartiate,510w @8.30wkg,33.567,25
ST-2,SP-CAP,45,-M,FUEGO FORWARD,Travis Gatesman,RELENTLESS - Taipan,599w @6.80wkg,33.578,25
ST-2,SP-CAP,46,-M,FUEGO FORWARD,Mark Elding,BL13 - BL13 - LETOUR,544w @7.50wkg,33.593,25
ST-2,SP-CAP,47,-M,FUEGO FORWARD,Charles-Olivier Laporte,OPT - Velo Optimum,578w @8.80wkg,33.599,25
ST-2,SP-CAP,48,-M,FUEGO FORWARD,Rinus Verhelle,RELENTLESS - Taipan,490w @7.90wkg,33.629,25
ST-2,SP-CAP,49,-M,FUEGO FORWARD,Greg Morgan,EVOLUTION - Warriors,477w @6.70wkg,33.633,25
ST-2,SP-CAP,50,-M,FUEGO FORWARD,Unknow Fellow,FRR - Spectre,510w @7.80wkg,33.708,25
ST-2,SP-CAP,51,-M,FUEGO FORWARD,Jan Lammers,TALENTF - TALENTF - LETOUR,465w @6.60wkg,33.877,22
ST-2,SP-CAP,52,-M,FUEGO FORWARD,Ben clarke,OTR - Crazy8s,513w @6.80wkg,33.913,22
ST-2,SP-CAP,53,-M,FUEGO FORWARD,Gonzague PETIT,FFZ - FFZ Spartiate,519w @7.70wkg,33.938,22
ST-2,SP-CAP,54,-M,FUEGO FORWARD,Henry Uys,ZSUNR - ZSUNR - LETOUR,556w @7.60wkg,33.965,22
ST-2,SP-CAP,55,-M,FUEGO FORWARD,Adrien,FFZ - FFZ Spartiate,506w @8.90wkg,34,22
ST-2,SP-CAP,56,-M,FUEGO FORWARD,Adil Tabalong,ZIRT - ZIRT Uno,592w @10.20wkg,34.009,22
ST-2,SP-CAP,57,-M,FUEGO FORWARD,Nathan Miller,RELENTLESS - Taipan,561w @6.40wkg,34.042,22
ST-2,SP-CAP,58,-M,FUEGO FORWARD,Peter McMullan,BURRITO - BURRITO - LETOUR,681w @8.60wkg,34.09,22
ST-2,SP-CAP,59,-M,FUEGO FORWARD,Cedric RICHARD,HEX - HEX - LETOUR,483w @7.10wkg,34.099,22
ST-2,SP-CAP,60,-M,FUEGO FORWARD,Adam Otstot,RELENTLESS - Taipan,476w @6.70wkg,34.119,22
ST-2,SP-CAP,61,-M,FUEGO FORWARD,Arne,COALITION - Beta,529w @7.70wkg,34.234,19
ST-2,SP-CAP,62,-M,FUEGO FORWARD,Brian Bishop,OTR - Crazy8s,482w @6.40wkg,34.265,19
ST-2,SP-CAP,63,-M,FUEGO FORWARD,Felix Gauthier,OPT - Velo Optimum,676w @9.60wkg,34.312,19
ST-2,SP-CAP,64,-M,FUEGO FORWARD,Bastin Maxime,FFZ - FFZ Spartiate,413w @6.90wkg,34.35,19
ST-2,SP-CAP,65,-M,FUEGO FORWARD,Philipp Diethelm,RELENTLESS - Taipan,486w @6.70wkg,34.446,19
ST-2,SP-CAP,66,-M,FUEGO FORWARD,Nicolas Boucher,OPT - Velo Optimum,486w @7.10wkg,34.523,19
ST-2,SP-CAP,67,-M,FUEGO FORWARD,David Cheam,EVOLUTION - Warriors,386w @6.70wkg,34.544,19
ST-2,SP-CAP,68,-M,FUEGO FORWARD,Tim Shields,ABR - ABR Bloobo webdesign,555w @6.00wkg,34.593,19
ST-2,SP-CAP,69,-M,FUEGO FORWARD,Meyckeens Sébastien,FFZ - FFZ Spartiate,427w @7.10wkg,34.646,19
ST-2,SP-CAP,70,-M,FUEGO FORWARD,Michael Gamst,BL13 - BL13 - LETOUR,422w @6.60wkg,34.718,19
ST-2,SP-CAP,71,-M,FUEGO FORWARD,Michel Pinto machado,FRR - Spectre,503w @6.80wkg,34.724,16
ST-2,SP-CAP,72,-M,FUEGO FORWARD,Martin Goikoetxea Conde,TT1 - TT1 - LETOUR,453w @6.60wkg,34.783,16
ST-2,SP-CAP,73,-M,FUEGO FORWARD,Ben Russell,WLECOL - WLECOL - LETOUR,431w @6.80wkg,34.833,16
ST-2,SP-CAP,74,-M,FUEGO FORWARD,Mathias Kemnitz,FRR - Spectre,498w @6.90wkg,34.871,16
ST-2,SP-CAP,75,-M,FUEGO FORWARD,Jan Steinmann,WLECOL - WLECOL - LETOUR,467w @6.40wkg,34.955,16
ST-2,SP-CAP,76,-M,FUEGO FORWARD,Sammy Knockaert,FRR - Spectre,487w @6.50wkg,34.982,16
ST-2,SP-CAP,77,-M,FUEGO FORWARD,Adam Vogt,OTR - Snowflakes,535w @8.00wkg,35.099,16
ST-2,SP-CAP,78,-M,FUEGO FORWARD,Sebastien DUCASSE,FFZ - FFZ Spartiate,428w @6.70wkg,35.141,16
ST-2,SP-CAP,79,-M,FUEGO FORWARD,Bastian von Hayn,TALENTF - TALENTF - LETOUR,482w @6.70wkg,35.143,16
ST-2,SP-CAP,80,-M,FUEGO FORWARD,Walter Simon,SWM - SWM - LETOUR,548w @8.10wkg,35.147,16
ST-2,SP-CAP,81,-M,FUEGO FORWARD,Richard Watson,ABR - ABR Bloobo webdesign,520w @6.60wkg,35.219,13
ST-2,SP-CAP,82,-M,FUEGO FORWARD,Yoann Deldossi,HEX - HEX - LETOUR,454w @6.60wkg,35.294,13
ST-2,SP-CAP,83,-M,FUEGO FORWARD,CLAMOTE,FRR - Spectre,464w @6.40wkg,35.311,13
ST-2,SP-CAP,84,-M,FUEGO FORWARD,Patrick Orrick,OMG - OMG avec WEZ,407w @6.40wkg,35.312,13
ST-2,SP-CAP,85,-M,FUEGO FORWARD,Josh Harris,TBW - Watopia Tour,527w @8.20wkg,35.47,13
ST-2,SP-CAP,86,-M,FUEGO FORWARD,Nate Silva,COALITION - Beta,483w @5.70wkg,35.819,13
ST-2,SP-CAP,87,-M,FUEGO FORWARD,Anthony Hepworth,OPT - Velo Optimum,428w @5.60wkg,35.848,13
ST-2,SP-CAP,88,-M,FUEGO FORWARD,Siegfried Pfeifer,SWM - SWM - LETOUR,462w @6.60wkg,35.853,13
ST-2,SP-CAP,89,-M,FUEGO FORWARD,Alex Rockwell,Race3R - ACDC,581w @8.40wkg,35.915,13
ST-2,SP-CAP,90,-M,FUEGO FORWARD,Karl Norris,ABR - ABR Bloobo webdesign,417w @6.20wkg,35.941,13
ST-2,SP-CAP,91,-M,FUEGO FORWARD,Maxime Bernard,FFZ - FFZ Spartiate,427w @6.60wkg,36.008,10
ST-2,SP-CAP,92,-M,FUEGO FORWARD,Arend Cocquyt,BAKPDL - BP1,415w @6.20wkg,36.045,10
ST-2,SP-CAP,93,-M,FUEGO FORWARD,Alex Banville,COALITION - Beta,381w @5.60wkg,36.157,10
ST-2,SP-CAP,94,-M,FUEGO FORWARD,Luke Marshall,COALITION - Le Tour,402w @5.50wkg,36.236,10
ST-2,SP-CAP,95,-M,FUEGO FORWARD,Maciek m,ZTPL - ZTPL - LETOUR,445w @5.70wkg,36.338,10
ST-2,SP-CAP,96,-M,FUEGO FORWARD,Mark Redfern,EVOLUTION - Le Tour,488w @6.40wkg,36.463,10
ST-2,SP-CAP,97,-M,FUEGO FORWARD,J. Carton CLS. CAP,TEAMCLS - Vitesse verte,342w @5.80wkg,36.499,10
ST-2,SP-CAP,98,-M,FUEGO FORWARD,H. Çelebi,FRR - Spectre,453w @7.00wkg,36.605,10
ST-2,SP-CAP,99,-M,FUEGO FORWARD,Bart Van der Linden,OMG - OMG avec WEZ,404w @6.30wkg,36.612,10
ST-2,SP-CAP,100,-M,FUEGO FORWARD,Alex Watts,TT1 - TT1 - LETOUR,482w @6.70wkg,36.641,10
ST-2,SP-CAP,101,-M,FUEGO FORWARD,Kalle Kadens,FRR - Spectre,338w @6.00wkg,36.771,7
ST-2,SP-CAP,102,-M,FUEGO FORWARD,Daniel Pinto,OMG - OMG avec WEZ,453w @6.50wkg,36.914,7
ST-2,SP-CAP,103,-M,FUEGO FORWARD,Hannes Hamberger,VEGAN - VEGAN - LETOUR,368w @5.60wkg,36.959,7
ST-2,SP-CAP,104,-M,FUEGO FORWARD,thomas evans,TEAMCLS - Vitesse verte,422w @6.70wkg,37.5,7
ST-2,SP-CAP,105,-M,FUEGO FORWARD,Rusty Davis,FRR - Spectre,440w @7.10wkg,38.024,7
ST-2,SP-CAP,106,-M,FUEGO FORWARD,Anders Broberg,eSRT - eSRT - LETOUR,373w @4.70wkg,38.305,7
ST-2,SP-CAP,107,-M,FUEGO FORWARD,Zack Muetterties,BL13 - BL13 - LETOUR,372w @4.70wkg,38.601,7
ST-2,SP-CAP,108,-M,FUEGO FORWARD,Thomas Wagner,FRR - Spectre,326w @5.10wkg,40.954,7
ST-2,SP-CAP,109,-M,FUEGO FORWARD,Andrew Perkins,LVLESPORT - LEVEL Men,249w @3.80wkg,41.429,7
ST-2,SP-CAP,110,-M,FUEGO FORWARD,James E Furman,OTR - Snowflakes,336w @4.40wkg,42.173,7
ST-2,SP-CAP,111,-M,FUEGO FORWARD,Gerome Romey,HEX - HEX - LETOUR,296w @4.50wkg,42.213,6
ST-2,SP-CAP,112,-M,FUEGO FORWARD,Jon Werme,eSRT - eSRT - LETOUR,220w @3.20wkg,42.813,6
ST-2,SP-CAP,113,-M,FUEGO FORWARD,Andrew Nicholl,DIRT - DIRT - LETOUR,276w @3.60wkg,42.908,6
ST-2,SP-CAP,114,-M,FUEGO FORWARD,Jude LaRene,OMG - OMG avec WEZ,358w @4.90wkg,43.371,6
ST-2,SP-CRP,1,-M,FUEGO FORWARD,Grant Womack,BL13 - BL13 - LETOUR,754w @10.30wkg,30.239,50
ST-2,SP-CRP,2,-M,FUEGO FORWARD,M.Tommis,TBR - JumboVisma,850w @10.40wkg,30.863,46
ST-2,SP-CRP,3,-M,FUEGO FORWARD,Ally Loney,DIRT - DIRT - LETOUR,871w @9.60wkg,30.962,43
ST-2,SP-CRP,4,-M,FUEGO FORWARD,Leon O'Regan,ABR - ABR Bloobo webdesign,679w @9.80wkg,30.964,41
ST-2,SP-CRP,5,-M,FUEGO FORWARD,Jason ONeill,RELENTLESS - Taipan,837w @10.50wkg,30.984,40
ST-2,SP-CRP,6,-M,FUEGO FORWARD,Jason Drummond,USMES - Tour,718w @10.20wkg,31.099,39
ST-2,SP-CRP,7,-M,FUEGO FORWARD,Paul Buckland,RELENTLESS - Taipan,761w @9.40wkg,31.196,38
ST-2,SP-CRP,8,-M,FUEGO FORWARD,Philipp Pene,TALENTF - TALENTF - LETOUR,806w @10.30wkg,31.203,37
ST-2,SP-CRP,9,-M,FUEGO FORWARD,Cedrick Graham,OPT - Velo Optimum,649w @8.80wkg,31.466,36
ST-2,SP-CRP,10,-M,FUEGO FORWARD,Neil Turner,Race3R - ACDC,710w @9.40wkg,31.472,35
ST-2,SP-CRP,11,-M,FUEGO FORWARD,Unai Balenciaga,EVOLUTION - Le Tour,735w @11.30wkg,31.509,33
ST-2,SP-CRP,12,-M,FUEGO FORWARD,Justus Ade,SZ - SZ LOKE,705w @9.20wkg,31.661,33
ST-2,SP-CRP,13,-M,FUEGO FORWARD,Daniel Manalo,OTR - Octopi,827w @10.60wkg,31.727,33
ST-2,SP-CRP,14,-M,FUEGO FORWARD,Benjamin Axt,WATTFAB - WATTFAB - LETOUR,617w @8.80wkg,32.32,33
ST-2,SP-CRP,15,-M,FUEGO FORWARD,David Bagdan,Race3R - ACDC,543w @7.50wkg,32.345,33
ST-2,SP-CRP,16,-M,FUEGO FORWARD,Dan Pannell,COALITION - Le Tour,655w @9.50wkg,32.395,33
ST-2,SP-CRP,17,-M,FUEGO FORWARD,Matthias Runge,WATTFAB - WATTFAB - LETOUR,708w @8.90wkg,32.4,33
ST-2,SP-CRP,18,-M,FUEGO FORWARD,Matjaz Zupanic,Race3R - ACDC,802w @10.30wkg,32.493,33
ST-2,SP-CRP,19,-M,FUEGO FORWARD,Dave Garguilo,CRCAF - CRCAF - LETOUR,753w @9.70wkg,32.525,33
ST-2,SP-CRP,20,-M,FUEGO FORWARD,Philippe Hakier,5W4T - 5W4T,569w @7.30wkg,32.814,33
ST-2,SP-CRP,21,-M,FUEGO FORWARD,Carl Frechette,OPT - Velo Optimum,711w @8.70wkg,32.816,31
ST-2,SP-CRP,22,-M,FUEGO FORWARD,Guillaume Lamy,OPT - Velo Optimum,636w @9.10wkg,32.916,31
ST-2,SP-CRP,23,-M,FUEGO FORWARD,Diogo Leite,TugaZ - Pico,634w @7.80wkg,32.967,31
ST-2,SP-CRP,24,-M,FUEGO FORWARD,Tim van rennes,TBR - JumboVisma,447w @7.50wkg,33.178,31
ST-2,SP-CRP,25,-M,FUEGO FORWARD,Kris Poole,FRR - Spectre,503w @7.20wkg,33.31,31
ST-2,SP-CRP,26,-M,FUEGO FORWARD,Francis McKinnon,OPT - Velo Optimum,560w @7.60wkg,33.36,31
ST-2,SP-CRP,27,-M,FUEGO FORWARD,Yves Niederhäuser,WLECOL - WLECOL - LETOUR,513w @7.80wkg,33.36,31
ST-2,SP-CRP,28,-M,FUEGO FORWARD,Clement Desle,DIRT - DIRT - LETOUR,775w @8.70wkg,33.887,31
ST-2,SP-CRP,29,-M,FUEGO FORWARD,Bill Dobson,WLECOL - WLECOL - LETOUR,503w @6.80wkg,33.909,31
ST-2,SP-CRP,30,-M,FUEGO FORWARD,David L Gabb,RELENTLESS - Taipan,516w @7.10wkg,33.92,31
ST-2,SP-CRP,31,-M,FUEGO FORWARD,Jesse Dekker,BAKPDL - BP1,577w @7.00wkg,34.034,29
ST-2,SP-CRP,32,-M,FUEGO FORWARD,Alex Nairz,TALENTF - TALENTF - LETOUR,635w @8.90wkg,34.06,29
ST-2,SP-CRP,33,-M,FUEGO FORWARD,Joseph Shields,RELENTLESS - Taipan,494w @6.10wkg,34.079,29
ST-2,SP-CRP,34,-M,FUEGO FORWARD,Paul Dubienski,SWM - SWM - LETOUR,584w @7.60wkg,34.144,29
ST-2,SP-CRP,35,-M,FUEGO FORWARD,Jason Bridges,RELENTLESS - Taipan,528w @6.60wkg,34.248,29
ST-2,SP-CRP,36,-M,FUEGO FORWARD,David Kowalski,COALITION - Le Tour,541w @7.20wkg,34.277,29
ST-2,SP-CRP,37,-M,FUEGO FORWARD,Pavel Morozov,EVOLUTION - Le Tour,514w @8.00wkg,34.294,29
ST-2,SP-CRP,38,-M,FUEGO FORWARD,Christian Seyr,KIRCHMAIR - KIRCHMAIR - LETOUR,459w @6.60wkg,34.502,29
ST-2,SP-CRP,39,-M,FUEGO FORWARD,Chris Benham,RELENTLESS - Taipan,492w @6.20wkg,34.636,29
ST-2,SP-CRP,40,-M,FUEGO FORWARD,Christian Baum,SWM - SWM - LETOUR,405w @6.30wkg,34.957,29
ST-2,SP-CRP,41,-M,FUEGO FORWARD,Nicolas Moreno,ZSUNR - ZSUNR - LETOUR,506w @6.70wkg,35.058,25
ST-2,SP-CRP,42,-M,FUEGO FORWARD,Chris Pearce,TBR - JumboVisma,560w @7.80wkg,35.092,25
ST-2,SP-CRP,43,-M,FUEGO FORWARD,Massimo Fabbri,SOCKS4W - Le Tour,611w @8.20wkg,35.135,25
ST-2,SP-CRP,44,-M,FUEGO FORWARD,Michiel Balcaen,COALITION - Le Tour,426w @6.90wkg,35.187,25
ST-2,SP-CRP,45,-M,FUEGO FORWARD,GIS,FFZ - FFZ Spartiate,463w @6.30wkg,35.324,25
ST-2,SP-CRP,46,-M,FUEGO FORWARD,Elton Judd,TBR - JumboVisma,630w @7.20wkg,35.346,25
ST-2,SP-CRP,47,-M,FUEGO FORWARD,Mark Fenton,ABR - ABR Bloobo webdesign,449w @6.00wkg,35.347,25
ST-2,SP-CRP,48,-M,FUEGO FORWARD,Ryan M Fiege,COALITION - Le Tour,694w @8.90wkg,35.469,25
ST-2,SP-CRP,49,-M,FUEGO FORWARD,Mike robson,OTR - Crazy8s,416w @6.10wkg,35.569,25
ST-2,SP-CRP,50,-M,FUEGO FORWARD,Sandro LSZ,WATTFAB - WATTFAB - LETOUR,487w @6.10wkg,35.667,25
ST-2,SP-CRP,51,-M,FUEGO FORWARD,Jakob Wilson,RELENTLESS - Taipan,456w @6.10wkg,35.686,22
ST-2,SP-CRP,52,-M,FUEGO FORWARD,Matthias Seismann,TALENTF - TALENTF - LETOUR,459w @5.70wkg,35.781,22
ST-2,SP-CRP,53,-M,FUEGO FORWARD,Alexandre Doyon,OPT - Velo Optimum,496w @7.00wkg,35.941,22
ST-2,SP-CRP,54,-M,FUEGO FORWARD,Christoph Hindermann,WATTFAB - WATTFAB - LETOUR,417w @6.00wkg,35.956,22
ST-2,SP-CRP,55,-M,FUEGO FORWARD,Craig Segal,ABR - ABR Bloobo webdesign,437w @6.80wkg,36.037,22
ST-2,SP-CRP,56,-M,FUEGO FORWARD,Tom Naabe,TBR - JumboVisma,507w @9.40wkg,36.047,22
ST-2,SP-CRP,57,-M,FUEGO FORWARD,Gattlen Sébastien,FFZ - FFZ Spartiate,418w @5.80wkg,36.194,22
ST-2,SP-CRP,58,-M,FUEGO FORWARD,Davis Frease,USMES - Tour,537w @6.70wkg,36.211,22
ST-2,SP-CRP,59,-M,FUEGO FORWARD,Niels Delahoutre,ABR - ABR Bloobo webdesign,425w @5.40wkg,36.286,22
ST-2,SP-CRP,60,-M,FUEGO FORWARD,Stephan Schweiger,WATTFAB - WATTFAB - LETOUR,462w @5.60wkg,36.3,22
ST-2,SP-CRP,61,-M,FUEGO FORWARD,Sylvain Lafrance,OPT - Velo Optimum,370w @5.90wkg,36.402,19
ST-2,SP-CRP,62,-M,FUEGO FORWARD,VO2max Coaching [CRP],FRR - Spectre,391w @6.10wkg,36.626,19
ST-2,SP-CRP,63,-M,FUEGO FORWARD,Jason Caine,BAKPDL - BP1,397w @5.40wkg,36.676,19
ST-2,SP-CRP,64,-M,FUEGO FORWARD,Eric Nevin,Race3R - ACDC,386w @5.50wkg,36.863,19
ST-2,SP-CRP,65,-M,FUEGO FORWARD,Alden Basmajian,RELENTLESS - Taipan,350w @5.10wkg,36.948,19
ST-2,SP-CRP,66,-M,FUEGO FORWARD,Martin Cote,LWATT - E-mmortels,328w @4.80wkg,36.962,19
ST-2,SP-CRP,67,-M,FUEGO FORWARD,Paul Hollings,EVOLUTION - Warriors,540w @7.40wkg,36.985,19
ST-2,SP-CRP,68,-M,FUEGO FORWARD,David,VELOS - VELOSiraptors,453w @5.50wkg,37.105,19
ST-2,SP-CRP,69,-M,FUEGO FORWARD,Kevin Mullins,TT1 - TT1 - LETOUR,348w @4.40wkg,37.4,19
ST-2,SP-CRP,70,-M,FUEGO FORWARD,Tobias Lagemann,SISU - SISU - LETOUR,360w @5.40wkg,37.674,19
ST-2,SP-CRP,71,-M,FUEGO FORWARD,Joker Aldo Sena [ZIRT],ZIRT - ZIRT Uno,341w @5.40wkg,37.703,16
ST-2,SP-CRP,72,-M,FUEGO FORWARD,Colin Staats,FRR - Spectre,438w @5.90wkg,37.859,16
ST-2,SP-CRP,73,-M,FUEGO FORWARD,Stefan Faulkner,WLECOL - WLECOL - LETOUR,291w @4.80wkg,38.368,16
ST-2,SP-CRP,74,-M,FUEGO FORWARD,Schaub Sebastian,SWM - SWM - LETOUR,372w @5.00wkg,38.802,16
ST-2,SP-CRP,75,-M,FUEGO FORWARD,Taylor Gonsoulin,OTR - Crazy8s,511w @6.50wkg,38.928,16
ST-2,SP-CRP,76,-M,FUEGO FORWARD,Jin Yamamoto,COALITION - Le Tour,286w @4.20wkg,39.803,16
ST-2,SP-CRP,77,-M,FUEGO FORWARD,Peter Bradbury,ZSCOT - ZSCOT - LETOUR,223w @3.20wkg,42.438,16
ST-2,SP-CRP,78,-M,FUEGO FORWARD,Andy Styger,KIRCHMAIR - KIRCHMAIR - LETOUR,308w @4.30wkg,42.512,16
ST-2,SP-CRP,79,-M,FUEGO FORWARD,Raphael Caron Asselin,OPT - Velo Optimum,272w @3.90wkg,42.599,16
ST-2,SP-CRP,80,-M,FUEGO FORWARD,Jonathan Bisson,5W4T - 5W4T,272w @3.50wkg,42.737,16
ST-2,SP-GHT,1,-M,FUEGO FORWARD,Matt Corse,LVLESPORT - LEVEL Men,917w @12.20wkg,30.496,50
ST-2,SP-GHT,2,-M,FUEGO FORWARD,Tom Monta,CRYO-GEN - Lancelot,798w @10.50wkg,31.038,46
ST-2,SP-GHT,3,-M,FUEGO FORWARD,Laurent LeBel,5W4T - 5W4T,685w @9.60wkg,31.766,43
ST-2,SP-GHT,4,-M,FUEGO FORWARD,Magnus Boucsein,TALENTF - TALENTF - LETOUR,714w @8.80wkg,32.021,41
ST-2,SP-GHT,5,-M,FUEGO FORWARD,Dan robathan,DIRT - DIRT - LETOUR,713w @10.60wkg,32.304,40
ST-2,SP-GHT,6,-M,FUEGO FORWARD,Patrick Caisse,5W4T - 5W4T,672w @9.00wkg,32.508,39
ST-2,SP-GHT,7,-M,FUEGO FORWARD,Dustin Hess,OTR - Octopi,760w @8.80wkg,32.55,38
ST-2,SP-GHT,8,-M,FUEGO FORWARD,Robert Egelnor,SZ - SZ LOKE,641w @8.40wkg,32.66,37
ST-2,SP-GHT,9,-M,FUEGO FORWARD,Maxime Turcotte,OPT - Velo Optimum,707w @9.40wkg,32.767,36
ST-2,SP-GHT,10,-M,FUEGO FORWARD,Janne HÃ¶ijer Jakobsson,eSRT - eSRT - LETOUR,606w @8.30wkg,33.017,35
ST-2,SP-GHT,11,-M,FUEGO FORWARD,Martin Ward,ATWT - ATWT - LETOUR,674w @8.20wkg,33.075,33
ST-2,SP-GHT,12,-M,FUEGO FORWARD,Niels Harbs,WATTFAB - WATTFAB - LETOUR,775w @8.30wkg,33.082,33
ST-2,SP-GHT,13,-M,FUEGO FORWARD,Pedro Nunes,TugaZ - Pico,631w @7.70wkg,33.097,33
ST-2,SP-GHT,14,-M,FUEGO FORWARD,Neil Hodgson,OTR - Snowflakes,611w @7.90wkg,33.102,33
ST-2,SP-GHT,15,-M,FUEGO FORWARD,Alex Wiseman,CRCAF - CRCAF - LETOUR,707w @8.30wkg,33.102,33
